1	しっぽが出てるのがかわいい
0	あ、除湿より冷房の方が安いんや・・・
0	猫よ、ヤツを見つけたんなら遊ぶだけじゃなく食べてしまえ
0	梅雨明けした日にtubeか。ええなぁ
0	V6が出る前に風呂ろ
0	病院、また行かなきゃなのかな。行くべきなのか分からん
0	隣で寝る猫 https://t.co/VuicukDmSA
0	休みだと思ってたのに・・・
1	朝から堂島さんのA.E.C2を聞きながらチャリ通って爽やかすぎて良いですね
0	そういえば昨日帰ったら猫が相当テンション高かった。クーラーはサイコーですか・・・
-1	ね、ね、ねむい
-1	日経読んで、本当に地方の就活生は大変だなって思ったよ
0	ロックバランシングなるアートがあるんですね
0	Just posted a photo https://t.co/7xBkSw5X3P
1	そっか、今日は花火大会があるんだ。晴れてよかったね
0	ナナフシ三匹 https://t.co/FZlsXYTv8S
1	みんな大好きナナフシ
1	みんな大好きナナフシ https://t.co/d9hvAT6BIe
1	ナナフシ大人気やぞ
0	題名:ナナフシたち https://t.co/9BfUNrCBDF
0	ユニット組んでる https://t.co/Nq9eg7y2Ma
1	風がないからすごい暑い
0	もう！隙間だらけの家なんだから！！
0	暑くて目がさめる。。。
0	猫、ワシの腕を枕にして寝てるけど、暑ないん
0	野菜も肉もあるから、料理すれば食べれる。そう、料理すれば・・・
0	この青あざいつできたんやろ
0	暑くて何もやる気おきんすね https://t.co/WnuGdrlz1O
0	お嬢さま、目を閉じてください https://t.co/ldCJKND04w
0	お嬢さま！ https://t.co/ZTEt0xRHwR
0	足の裏をさらけ出してたので、落書きを https://t.co/tTxqbzEvS4
0	RT @DJKH_STAFF: 本日夜21時〜OAフジテレビ系オモクリ監督「オモソン」のコーナーに堂島孝平がゲスト出演致します！皆さんOAをチェック下さい！
0	9時から！って待機してたら30分からか、オモクリ。N響を聞こう
1	堂島さん、真面目に聞いてる 笑
0	テツandトモのこの曲、ええな！笑
0	やっぱり音楽バカにしてる 笑
0	(正論だろうがよ 笑)
1	やっぱりオモクリはPV作ってたほうがいいよ、歌は二の次で良いよ 笑
0	@bisrico 普通に避けられます 笑
0	「意識はいつ生まれるのか」M.マッツィミーニ G.トノーニ
0	@bisrico 待ってるよ！^o^
0	課長が「東京に行ってきます！」って言って帰ってった。夏休みだもんなぁ、楽しんで！
0	口も開いていますが、目も開いているんですよ https://t.co/vEx4BzBU7G
1	ちょっと真面目に本が読みたくなって、通販したけど、明日買えば良いんじゃね、って思ってしまったわけで
1	まあいい。本屋覗いて、その厚さに絶望しよう。そして通販で良かったんだ、って思うんだ
0	(とりあえず注文した本が予想以上に値段がはってたのでそこに驚きましたね)
1	RT @tohohodan: http://t.co/tMzTf5eKGI 鴻池委員長「先の大戦の(略)、軍部の戦争に至った道というものを十分反省しながら参議院の存在を一生懸命つくりあげた。我々参議院は衆議院の下部組織じゃない。官邸の下請けやっているのではない」 http://…
0	中身見てないけど、正論だよな。間違いなく
0	それとこれを同じ土俵で語るなよ、って思うこと多々あるけど、でもバカみたいなことだって言わないと。それが当たり前じゃないし、当たり前にしちゃいけないんだ
0	小野不由美先生の残穢を読み始めた。これ映画化するんだな
0	小野不由美先生の残穢を6章まで読み終わった。続きは明日の朝にしよう
0	読み終わったー
-1	相変わらずこの、じわじわと怖い
0	映画化か。家でひっそりと見ることを選ぶか
0	病院なんてあんまり行かないから、どうしていいか分かんないねー 笑
0	RT @Mekitoronics: マイクを返して下さい。 #kenyokoyama #IWTOMR tour #渋谷O-EAST #SHURE β57 #jun glayのコーラスマイク #投げたけどね #持って帰って良いとは言って無い #返してね #まだ犯罪じゃ無いよ #返…
0	笑うわ &gt;RT
0	黙祷
1	久々に博多のうどん食べた。やっぱりこっちのほうが美味いわ
1	RT @President_Books: 本日の哲学用語（33´） 【社会契約論①ホッブズの場合】 絶対的な力を持つ公的権力をホッブズは旧約聖書に出てくるリヴァイアサンという海獣にたとえます。国王はリヴァイアサンのような強い力を持たなければ国は機能しないと彼は考えました。 ht…
0	この本買ったよ &gt;RT
