0	負けたでーーー(´・_・`)　寿司握られたでーーー。
0	明日また仕切り直しや！
0	科特隊メンバー、半世紀ぶりに集結！　「ウルトラマンフェスティバル」レジェンドナイトで - ねとらぼ https://t.co/SfgdqFNcmk @itm_nlabさんから　キャップはお亡くなりになったけど、他のメンバーが和気あいあいとやっている奇跡。
0	そしてイデ隊員の体型に驚愕する。長い間にいろいろあったのかなあ。ご高齢だし。
0	でも雰囲気というかキャラはイデ隊員そのままっぽいね
1	日本ハム大谷サプライズ代打20号「しっかり結果」（日刊スポーツ） - Yahoo!ニュース https://t.co/uekqMLVprn #Yahooニュース　いいもの見させてもらった気分
1	鈴鹿天気大丈夫そうなのかな。
1	雨のレースもまたおもしろいんですがね・・・
0	今は雨降ってないけどまた夕方から降るんかー
0	アメブロを更新しました。 『8/27 西武プリンスドーム』 ⇒ https://t.co/IgmoSQLX9T
0	雨やんでるうちに早めに行くぜ西武プリンスドーム！
0	杉谷、今日もイジられる
0	肉食べて杉谷いじり聞けて、結構今日はこれで満足している（笑）
1	バッティング練習の順番にもよるんだろうけど、早くなったなー。1時間半には入っておくのが無難か。
1	「鋭い打球が飛びます」と言われてすぐ鋭い打球を打つなんて、杉谷どこの強打者（笑）
0	西武勝ったでーーーっ＼(^o^)／　ウルフ初先発初勝利&amp;救世主メヒア様降臨わっしょい！
0	メヒアさまさまやーーーっ！
0	「24時間テレビ」は障害者の「感動ポルノ」　裏番組のNHK生「バリバラ」に大反響 https://t.co/SICVBMMWr5 @jcast_newsさんから 再放送してくれんか！
0	24時間テレビってチャリティの名を借りたバラエティって気がしてなあ。障害者頑張ってます！さあ泣け！みたいな。
0	西武Ｄのウグイス嬢　珍しく？ハム杉谷をほめる「この夏バージョンアップ中」 ― スポニチ Sponichi Annex 野球 https://t.co/a3xtXepB5O　鈴木さんほんとナイス(^^)b
0	アメブロを更新しました。 『8/28 西武プリンスドーム』 ⇒ https://t.co/8AcIo6kA72
1	昨日のウルフは良かったな～。先週の2軍戦で燃えてたなんて話だったから、5回持てば御の字っておもってだんだけど(^_^;)
0	今年続投含め大金注ぎ込んだのに結果が出ず、1500万のお値打ち選手が好投しちゃうんだもんなー。わからんもんだ。
0	ウルフの登場曲がSweet Child O' Mainなのもグッと来た♪
0	毛呂と入間に避難準備情報出てるのか。何もありませんように。
-1	伝説の映画「バトルシップ」　まさかの極上爆音上映が決定！ - ねとらぼ https://t.co/hsXmqJO9ma @itm_nlabさんから　怖いもの見たさで行ってみたい気はする(^_^;)
0	シネマシティは攻めるよな～。
0	もう随分前だけど立川通いしてた頃、シネマシティにはちょこちょこ行ったっけなあ。地元にシネコン出来てからはご無沙汰になっちゃったけど。
