0	たっくんに会いにいきたいけど野球のルール全然しらんしなー
1	@gmxyz529 ゆりちゃんも好きなん？笑 ちょーかっこいいょね♡ だいすき♡
1	@gmxyz529 まぢか！うちはさっき惚れた♡ 野球べんきょーする！笑 今いちばん誰が好きなの？
0	@gmxyz529 んね～♪ 名古屋ドームにいけば浅尾さんいるの？♡
0	@gmxyz529 ゆりちゃん車の免許もってるの！？
0	@gmxyz529 えへ♡ ゆりちゃんは野球見に行ったことあるの？
0	RT @TDRsns: ミニーを探せ！5秒以内に見つけれたらRT　 http://t.co/m76WK6VDrV
1	きのーの川越祭り楽しかった♡ http://t.co/8VKBodICRT
0	もーすぐ二年生だ！ はるやすみ中に痩せようと思ったのに(￣^￣゜)
-1	一緒の日2回くらいしかなくてつら(｡-_-｡)
0	@SA703X 今日バイトまで付き添ってくれてありがとね笑
0	京都のお土産もらった♡ http://t.co/DM8DZWq45t
0	どうやったら二回連続であってうてるの（ ;  ; ）
0	この猫うちにすり寄ってくる❤️ 誘ってやがるな(*^8^*)♡ http://t.co/icR4hK2da9
0	@japinonic03181 だいじょぶかー？
-1	レポートが終わる気しない。。。 一年の分もおわってないのに(｡-_-｡) メディアなんて五個くらいしかできてないし
1	手振ってくれるとか可愛すぎか❤️❤️ 朝から幸せすぎる(*ˊ˘ˋ*)♡♪♪♪
0	バスの時刻表なんて嘘つきだ(｡-_-｡)
0	@japinonic03181 10分も遅れてきたせいでバイト遅刻しちゃったよ(｡-_-｡)
0	これうちじゃないです！ みんなだまされないで(&gt;_&lt;) http://t.co/Ubhqc6WIwa
-1	無趣味すぎて暇だなぁ(´･_･`) なんかしたい
0	iPhoneの修理代8,000円かかった(-＿-) 買ってから１ヶ月もたってないのに壊すとかついてない…
0	@japinonic03181 そうなの？？ 先月買ったばっかなのにショックすぎる(´＿｀｡) もうiPhone持ち歩くのやめようかな…
0	@japinonic03181 いや、川に落としたの(･_･、)
0	やばい、妹もおとんも母の日のやつ買ってきてたわ あしたなんか買わんと(ｰ ｰ;)
0	RT @modelpress: 三代目JSBカラーに染まる東京スカイツリー、メンバー写真展も開催 http://t.co/BNfyVAxxdn #三代目JSB @jsb3_official http://t.co/9C0maYGfDG
0	@japinonic03181 つくったの！？(ﾟoﾟ
1	@japinonic03181 えー！すごい！！ いいなぁ(›´ω`‹ ) なにつくったの？？
1	@japinonic03181 あらま(ﾟoﾟ;; でもおいしそー(´8｀*)
0	もうこのままばっくれようかな カラオケでバイトしたいわ✌
1	なんかおきなわのお土産のさつまいもチップスもらった！ 沖縄の人たちはいつもこんな美味しいもの食べてるのか…(°_°) いいなぁ（´-`） http://t.co/pz4hJRrT6p
0	@hahaaona いったよ笑 一時間しか働いてないけど😑😑
-1	@hahaaona うるせーな笑 いつもは5時からなんだよ笑 まじなんでいきなり1時なんだよ💩
0	@hahaaona 絶対わざとうちのこと騙そうとしてる👳
0	タクシーで通学したいよ(｡-_-｡)
1	@hahaaona バスだよ(›´ω`‹ ) ちゃりのときよりはいいけど😞😞
1	通信でも出席日数とかって受験に関係あるのかね？？ ちゃんといったほうがいいかな🙈
0	@japinonic03181 最近は結構いってる！(　-`ω-) でも遅刻せずにいったことないんだよね
0	@japinonic03181 してる！
0	@japinonic03181 そんなに夜ふかししてないよ😱 でも疲れてんのかも💸💸
0	@japinonic03181 はい、せんせー♡ きをつけまーす♡
0	@japinonic03181 なんかあったの？
-1	@japinonic03181 え、やばいね！ それかなりきつかったでしょ！
1	@japinonic03181 そんなのずっとやってたらかくじつにしぬね… やめててよかった… いまはなにしてるの？
0	@japinonic03181 背景もエネオスだもんね笑 エネオス愛やべーな✌✌
0	@hahaaona どしたん？
1	@japinonic03181 してねーよ笑笑 そんなにたのしい？
0	久しぶりにきょーちゃんときょーちゃんのままにあった笑
0	iPhone7Gこえちゃった… Wi-Fiあるとこでしか繋がんない… 月末までずっとこうなの？？(･_･、)
0	RT @yohdiworld: なんですか？(少し怒ってる) http://t.co/2Yzshale0y
0	いつもと違うバスに乗ったら道迷ったかも 小学校の近くだし見覚えある道なんだけどな(･_･、)
0	@hahaaona もち✌ てかあなたいつひまなのよ
0	@hahaaona いくいく♡ それまでに痩せなきゃ😂 皇居走ってくる🏃💨
-1	朝に駅あるいてるとイライラしてくる笑 人がいっぱいいるとこ嫌い😖
0	@megurin05011 わかってくれるか♡
-1	バッティングセンターいってきた！ 45回中１回しかあたんなかった😱 全然ボールが見えなくて、 自分がバットふるの早いのか遅いのか 低いのか高いのかもなんもわかんなかった😳
1	@gomayuzu410 当たんなかったけど楽しかった♡ これは通うかも♡♡
0	@gomayuzu410 どんな玉にもって？？ 下ネタ？？😚♥笑
0	@gomayuzu410 あん♡
1	@gomayuzu410 まーーたうちにだまってそんな美味しいものたべて！！😤
0	メディア中なのにめっちゃおなかなる😵
0	学校に残って特進でるか 家帰ってレポートやるか バッティングセンターいくか
-1	今日5時間くらい勉強してるわ😱
0	@gomayuzu410 うそっ！どこ！？
0	髪染めてるなう
0	RT @My_kwk_N: こんな魔法学校はイヤだ #アフレコ #HarryPotter #remake https://t.co/FkZ8qElF5X
1	はやく18になりたいね、
0	髪そまってない気がする ままとか妹にもなんもゆわれなかったし
0	もっかいそめようかな でも髪いたむしな(´･ ･`)
0	RT @saracchidayo: ニコルのお家にお泊まりです(｡-_-｡)💕 https://t.co/u9r3zX5RZo
1	にこるんほんとかわいいすき(♥ω♥*)
0	やばい、ヴァニラちょーこえー
0	中日がんばれ！！
0	ディズニーいきたい♡
0	地震でかかった
1	にゃーちゃん心配だからはやくかえろ( ´∵｀)
0	カラスにおそわれた泣
0	@hahaaona バス停のとこにカラスとまってたから見てたら違うカラスに後ろからおそわれた
0	@hahaaona たぶんだいじょぶ…😞
0	@hahaaona よくわかんない なんか小さいカラスがおっこちてた 地震で怪我したのかな😢
