0	初ツイート ♥️  録画してるタラレバみた。 早坂さんとキーくんどっちも選べへん。😭どーしよう。  ってゆー気持ち← https://t.co/7BmkyZqJ0S
0	初 懸賞当選 👏🏻☺💕 これからも頑張ります 💕 https://t.co/Tiz7onmFon
1	【キャンペーン】Amazonギフト券500円分が20名様に当たるTwitter限定キャンペーン実施中！フォローして「#さとふる」をつけて、さとふるでお気に入りのお礼品についてつぶやくだけ！詳しくはコチラ  https://t.co/SRfmKl6QBJ
1	RT @Kirin_Brewery: #今夜はカワいいだけじゃないお酒 フォロー＆ＲＴで100名様にキリン 皮ごこちがその場で当たる！ うち10名様には小嶋陽菜さんのサイン付き！ 詳細⇒https://t.co/DsMOpjLXL6 応募は3/16まで！ #毎日挑戦 #こじはる…
0	@iris_interior 帽子やアクセサリーを壁面に吊るして収納するなら #メッシュパネル を使おう！ ヒントは→https://t.co/uS5h7B6s49 #アイリスオーヤマ　#新生活　#一人暮らし　#単身赴任
0	@iris_interior  帽子やアクセサリーを壁面に吊るして収納するなら #メッシュパネル を使おう！ ヒントは→https://t.co/uS5h7B6s49 #アイリスオーヤマ　#新生活　#一人暮らし　#単身赴任
1	RT @Kirin_Brewery: ＼キリン 皮ごこちプレゼント／ #今夜はカワいいだけじゃないお酒 フォロー&amp;RTで100名様にその場で当たる！大当たりがでると… 応募は3/16まで 詳細⇒https://t.co/DsMOpjLXL6 #毎日挑戦 #こじはる #小嶋陽菜…
1	流行りのポン活でゲット ♥️ 程よい甘さでおいしかった （＾_＾） ダイエット中やけど （笑）  #ポン活 https://t.co/mpSP5ubjpy
0	@fibemini_jp   夜勤の休憩中にファイブミニ♥️  一体何味なのか未だにわからへん。（笑）  けどついつい飲んでしまう ☺♥️  #センイとキレイにファイブミニ https://t.co/5Dpc2IzSwk
0	オーガニックのフルーツグラノーラ♥️ 中崎町で購入 ♥️  甘さも素朴でおいしい ☺✨  オーガニックやし妊婦のお友達にプレゼント〜🎁 と思って自分にも購入 （笑） https://t.co/wLpwdUTJ4N
1	RT @sample_market: 【3名に当たる★プレゼントキャンペーン】3月9日は #さくさくぱんだの日 🐼おめでとう！と思ったら @sample_market をフォロー＆「さくさくぱんだの好きなところ」をコメントに入れてこのツイートをリツイートしてね！3/14まで★…
