artistic_0,u5,Heaven-- Salvador,Salvador,Heaven,13664344,
artistic_1,u480985,A Perfect Circle--Blue,A Perfect Circle,Blue,239390,TRNHGBH128F427B6F0
artistic_2,u25,comeback kid-lorelei,Comeback Kid,Lorelei,15773622,TRMHOTH12903CDC9D9
artistic_3,u34,rich girl - gwen stefani,Gwen Stefani,Rich Girl,86229,
Artistic_4,u603007,The Prodigy - Firestarter,The Prodigy,Firestarter,196258,TRBGCAK128F425F3CC
artistic_5,u480994,Cock Sparrer - England Belongs to Me,Cock Sparrer,England Belongs To Me,8369380,TRFSUHI128F426557C
artistic_6,u276609,Game Show -- Kelis,Kelis,Game Show,1500798,TRDNWEO128F424ED57
artistic_7,u603013,Thursday - Cross Out the Eyes,Thursday,Cross Out The Eyes,15679017,
artistic_8,u481005,NOFX- The Brews,NOFX,The Brews,2225660,
artistic_9,u121,stay monkey-julie ruin,Julie Ruin,Stay Monkey,6315359,TRIPSQR128F9326D01
artistic_10,u122,Snow Patrol - Run,Snow Patrol,Run,346912,TRGUKXL128E07846D5
artistic_11,u574299,our lady peace - carnival,Our Lady Peace,Carnival,13796710,TRFQZPE128F427054D
artistic_12,u402123,Yellowcard- Only One,Yellowcard,Only One,285608,TREJJLL128F1462E03
artistic_13,u481029,ashlee simpson-giving it all away,Ashlee Simpson,Giving It All Away,2473033,TRRPNVT128F4214A89
artistic_14,u574319,meant to live -switchfoot,Switchfoot,Meant To Live,3861386,TRFZHJF12903CA52A6
artistic_15,u603029,Sleeping with the light on - Busted,Busted,Sleeping With The Light On,3749276,TRIOVOY128E0780EEA
artistic_16,u535156,changed my name-sugarcult,Sugarcult,I Changed My Name,1083398,TREPBWY128F428AAF3
artistic_17,u402157,The Verve- Bitter Sweet Symphony,The Verve,Bitter Sweet Symphony,8384,TRAALAH128E078234A
artistic_18,u334,Clawfinger - Biggest and the Best,Clawfinger,Biggest & The Best,2110646,TRAPNYN128F4247799
artistic_19,u402180,Enya- Caribbean Blue,Enya,Caribbean Blue (Remastered 2009),7382473,TRRMSAB128F934BC3D
artistic_20,u461,Siamese Twins - The Cure,The Cure,Siamese Twins,2354185,TROULLC128E0788E59
artistic_21,u535188,sex pistols- god save the queen,Sex Pistols,God Save The Queen,17419629,TRPQRAX128E07819A6
artistic_22,u483,Fleetwood Mac- My Little Demon,Fleetwood Mac,My Little Demon (Live Album Version),4292782,TRFBVKX128F92E8D5F
artistic_23,u518,girls-the prodigy,The Prodigy,Girls,8602278,
artistic_24,u623724,what a beautiful day- chris cagle,Chris Cagle,What A Beautiful Day (Final Version),7954260,
artistic_25,u481084,LIfe In The Fast Lane - The Eagles,Eagles,Life In The Fast Lane,644212,
artistic_26,u549,aaliyah - more than a woman,Aaliyah,More Than A Woman,3922167,TRZLNAQ128F92F28C9
Artistic_27,u256076,Ryan Adams - Wonderwall,Ryan Adams,Wonderwall,3921,TRMHVGV12903CC68D2
artistic_28,u574357,osker- kinetic,Osker,Kinetic,2226230,TRHWPIR128F4262593
artistic_29,u638960,bad religion - 21st century digital boy,Bad Religion,21st Century (Digital Boy),9904069,TRPXWFT128F42B44DD
artistic_30,u481102,My Chemical Romance- Demolition Lovers,My Chemical Romance,Demolition Lovers,3577809,TROLEZE128F147C1E2
artistic_31,u275214,Lennon - Rain,Lennon,Rain,8391646,TRKULAY128F421A3B2
artistic_32,u481110,Deftones-Nosebleed,Deftones,Nosebleed,685374,
artistic_33,u268550,Rio- Duran Duran,Duran Duran,Rio,6863617,TROVBRU128E0794B39
artistic_34,u276906,dramarama- Last Cigarette,Dramarama,Last Cigarette,7467437,TRWHUQI12903CC584B
artistic_35,u535229,Alexisonfire - Get Fighted,Alexisonfire,Get Fighted,11739401,
artistic_36,u535233,She Will Be Loved - Maroon 5,Maroon 5,She Will Be Loved,864405,TRBAMHJ128F9302A08
artistic_37,u402288,velvet underground - i&apos;ll be your mirror,The Velvet Underground,I'll Be Your Mirror,5551855,TRLILTM128F9323F8F
artistic_38,u481130,Brand New-Seventy times 7,Brand New,Seventy Times 7,16579851,TRVZMXV128F932D5DD
artistic_39,u623735,"""Marvelous Things""-Eisley",Eisley,Marvelous Things (Album Version),79400,TRUELXV128E0785A80
artistic_40,u638967,A Perfect Circle- Passive.,A Perfect Circle,Passive,1608588,
artistic_41,u535257,Velvet Underground - Pale Blue Eyes,The Velvet Underground,Pale Blue Eyes,272316,TRCPDTT128F42B5741
artistic_42,u623745,One thing-Finger Eleven,Finger Eleven,One Thing,6572778,TRFKBAS12903CD8DEA
artistic_43,u402341,My Immortal- Evanescence,Evanescence,My Immortal,6521478,TRWXHVD128F42BAC6B
artistic_44,u966,The Ramones- I wanna be sedated,The Ramones,I Wanna Be Sedated,645028,
artistic_45,u574389,The Beatles - Yesterday,The Beatles,Yesterday,6492632,
artistic_46,u535261,operation ivy- freeze up,Operation Ivy,Freeze Up,1828973,TRRTGSQ128F4298709
artistic_47,u987,POD- Southtown,P.O.D.,Southtown (2006 Remastered LP Version),519434,TRMAXGG128F148F2E8
artistic_48,u481171,love is a place - metric,Metric,Love Is A Place,2521439,TRKONHA128F42205A6
artistic_49,u277064,Rush-What You&apos;re Doing,Rush,What You're Doing,532563,TROMMTY128F14917D5
artistic_50,u574402,Anti Flag-culture revolution,Anti-Flag,Culture Revolution,2496099,TRGJMSB128F421A359
artistic_51,u271879,Finch - Letters to you,Finch,Letters To You,266227,TRQSOVZ128F14534EA
artistic_52,u271879,savage garden - to the moon and back,Savage Garden,To The Moon & Back,5367108,TRHHSYM128F426AA68
artistic_53,u271879,Savage Garden - carry on dancing,Savage Garden,Carry On Dancing,3190067,TRQSABO128F426AA6D
artistic_54,u271879,savage garden-santa monica,Savage Garden,Santa Monica,5367111,TRMGYCD128F4279AAB
artistic_55,u271879,savage garden-to the moon and back,Savage Garden,To The Moon & Back,5367108,TRHHSYM128F426AA68
artistic_56,u271879,Iris - Goo Goo Dolls,Goo Goo Dolls,Iris,1829619,
artistic_57,u277102,Italian Leather Sofa- Cake,Cake,Italian Leather Sofa,3335459,TRVGDMZ128F428D313
artistic_58,u277102,Wheat-I met a girl,Wheat,I Met A Girl,2234644,TRYVHTZ128F92FA868
artistic_59,u574414,The Smashing Pumpkins- Perfect,The Smashing Pumpkins,Perfect,3131169,TRQYLJG128E078894F
artistic_60,u623755,Jefferson Airplane - White Rabbit,Jefferson Airplane,White Rabbit,10555941,TRMXFJW128F9316809
artistic_61,u402399,"""Silver Lining""-Bonnie Raitt",Bonnie Raitt,Silver Lining,277699,TROPFRH128F14610CA
artistic_62,u574419,Bad Religion-Atomic Garden,Bad Religion,Atomic Garden,3237936,
artistic_63,u277142,incubus - miss you,Incubus,I Miss You,3232067,TRYSBRF128F42748B9
artistic_64,u1160,Dresden Dolls- Girl Anachronism,The Dresden Dolls,Girl Anachronism,2283413,TRQNEFB128EF356B35
artistic_65,u263619,eminem-stan,Eminem,Stan,147969,
artistic_66,u402422,nick cave - the ship song,Nick Cave & The Bad Seeds,The Ship Song,8590396,
artistic_67,u481247,Digital Underground- The Humpty Dance,Digital Underground,The Humpty Dance,136847,
artistic_68,u574433,Read Your Mind-Avant,Avant,Read Your Mind,3441137,TRMFZYH128F42A6ACE
artistic_69,u481254,Linkin Park - Breaking The Habit,Linkin Park,Breaking The Habit,449741,
artistic_70,u574441,maria mena - blame it on me,Maria Mena,Blame It On Me,4453583,TRJFRKN128F9306D20
artistic_71,u1419,Elton John - Tiny Dancer,Elton John,Tiny Dancer,14461516,
artistic_72,u1426,travis - turn,Travis,Turn,10382036,TRSGMQI128F93583DA
artistic_73,u277274,No Doubt - Hella Good,No Doubt,Hella Good,12945456,TRZNUNJ128E078EB51
artistic_74,u277274,Destiny&apos;s Child - Say My Name,Destiny's Child,Say My Name,4314371,TROXXYE128F4267245
artistic_75,u1530,akon- locked up,Akon,Locked Up,546901,TRGLRLZ128EF343626
artistic_76,u256093,Dimmu Borgir - Kings of the carnival creation,Dimmu Borgir,Kings Of The Carnival Creation,1118265,TRZKZGG128F930D7C1
artistic_77,u256094,Like Glue- Sean Paul,Sean Paul,Like Glue,186378,
artistic_78,u402534,Hawthorne Heights- The Transition,Hawthorne Heights,The Transition,15684023,
artistic_79,u603138,trapt - headstrong,Trapt,Headstrong,6004652,
artistic_80,u1748,john mayer-come back to bed,John Mayer,Come Back To Bed,3275404,TRQSJLP128F4280B8B
artistic_81,u277416,U2-where the streets have no name,U2,Where The Streets Have No Name,1862403,TRIVWJV128C719698D
artistic_82,u1775,"""a way to the heart""- noise ratchet",Noise Ratchet,A Way To The Heart,2927622,TRNCTHL128F427CA49
artistic_83,u277437,don&apos;t cry--->jakalope,Jakalope,Don't Cry,3614579,TRDSCJE128F427C291
artistic_84,u1821,Beautiful - H.I.M.,HIM,Beautiful,17671548,TRIAPDA128F425AE6A
artistic_85,u481358,My Chemical Romance - The Ghost Of You,My Chemical Romance,The Ghost Of You,1420739,
artistic_86,u481361,Teenage dirtbag - Wheatus,Wheatus,Teenage Dirtbag,3247827,TRSHTER12903CE5606
artistic_87,u535380,"It Dies Today - ""A Threnody For Modern Romance""",It Dies Today,A Threnody For Modern Romance,5322115,TRLSDTP12903CC24D6
artistic_88,u277475,korn - all in the family,Korn,All In The Family,13920874,TRMACLX128F9315EDC
artistic_89,u535384,Incubus - Megalomaniac,Incubus,Megalomaniac,10973049,TRLINWE128F428080B
artistic_90,u574496,Amon Amarth - Bastards of a Lying Breed,Amon Amarth,Bastards Of A Lying Breed (Live),6198690,
artistic_91,u1969,&apos;reelin in the years&apos; - steely dan,Steely Dan,Reelin' In The Years,5605445,TRGBGVQ128F92CEAA2
artistic_92,u574498,Rancid - Ruby Soho,Rancid,Ruby Soho,3973888,
artistic_93,u2008,Harder Better Faster Stronger - Daft Punk,Daft Punk,Harder Better Faster Stronger,485119,TRCWHIO128F1488FB7
artistic_94,u2015,Counting Crows - Long December,Counting Crows,A Long December,164808,TRMQADX128E0792A24
artistic_95,u623813,Nightwish - Deep Silent Complete,Nightwish,Deep Silent Complete,2327409,TRZQUIC128F428E46F
artistic_96,u2042,Legend B - Lost in Love,Legend B,Lost In Love,1116865,
artistic_97,u256106,Sneaker Pimps -- Spin Spin Sugar,Sneaker Pimps,Spin Spin Sugar (Radio Edit),4331906,
artistic_98,u535419,future leaders of the world - kill pop,Future Leaders of the World,Kill Pop,3281708,TREHUCC128F428067A
artistic_99,u623816,Coldplay-The Scientist,Coldplay,The Scientist,2970,TRMZXEW128F9341FD5
artistic_100,u623816,The Postal Service-Sleeping In,The Postal Service,Sleeping In,15773698,
artistic_101,u402692,remember- josh groban,Josh Groban,Remember When It Rained,93323,
artistic_102,u639024,Tori Amos - Precious Things,Tori Amos,Precious Things,1174525,TRCSDYH128F42A0A67
artistic_103,u535429,Blue Eyes - Cary Brothers,Cary Brothers,Blue Eyes,12976212,TRMTURE128F4280AAD
artistic_104,u623826,kosheen - coming home,Kosheen,Coming Home,3352052,TROLUGW128F42913C4
artistic_105,u481439,The Doors- People Are Strange,The Doors,People Are Strange,2309581,TRQPGMD128EF34280A
artistic_106,u2285,ramones- i wanna be your boyfriend,The Ramones,I Wanna Be Your Boyfriend,6766197,
artistic_107,u535464,Closer - Nine Inch Nails,Nine Inch Nails,Closer,158073,TRGKGRN128E0792763
artistic_108,u256109,Cary Brothers- Blue Eyes,Cary Brothers,Blue Eyes,12976212,TRMTURE128F4280AAD
artistic_109,u639029,Fiona Apple- Criminal,Fiona Apple,Criminal,3188763,TRWVNRX128F931FAC0
artistic_110,u2350,No Doubt - Different People,No Doubt,Different People,147842,TRXSQZT128E078EBE5
artistic_111,u277728,the cure - just like heaven,The Cure,Just Like Heaven,3877651,TRQMWIR128F429567A
artistic_112,u481481,"Louis Armstrong - ""La vie en rose""",Louis Armstrong,La Vie En Rose,13408262,TROFSTT128F1499C48
artistic_113,u256111,Get it - Scissor Sisters,Scissor Sisters,Get It Get It,18153,TRVOSDR128E0783F2D
artistic_114,u639032,Staind - Zoe Jane,Staind,Zoe Jane,3547622,
artistic_115,u275218,Strata- The Panic,Strata,The Panic,13233423,TRDSQHL128F9326AF1
artistic_116,u481505,Smashing Pumpkins - Here Is No Why,The Smashing Pumpkins,Here Is No Why,22125837,TREFLFK128E0788E15
artistic_117,u574560,the cure- pictures of you,The Cure,Pictures Of You,10607287,TRMTAJA12903CEE424
artistic_118,u481513,radiohead - my iron lung,Radiohead,My Iron Lung,7176,TRDCJNV128E07822BB
artistic_119,u2524,Story of a Stamp- Unsung Zeros,Unsung Zeros,Story of a Stamp (S.O.S),5934983,TRFRLZP128F930B4D1
artistic_120,u2536,body movin&apos; -Beastie boys,Beastie Boys,Body Movin' (2009 Digital Remaster) (),6084272,TRTDYLB128F932E6BB
artistic_121,u402820,live this life - Big & Rich,Big & Rich,Live This Life (Album Version + Non-Music Hidden Track),79567,TRLXKVH128E0785AFE
artistic_122,u277806,Gwen Stefani - Rich Girl,Gwen Stefani,Rich Girl,86229,
artistic_123,u535498,Flickerstick - Coke,Flickerstick,Coke,2403046,
artistic_124,u535501,let me fall-- Josh Groban,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),1407815,TRRBWRX128F423C535
artistic_125,u2635,cursive-sierra,Cursive,Sierra (Album Version),1126804,TRZVQGB128F4292FFC
artistic_126,u276258,Kelly Clarkson - Since U Been Gone,Kelly Clarkson,Since U Been Gone,3428648,TRMORNB128F92EA07D
artistic_127,u2724,Goodbye Sky harbor- jimmy eat world,Jimmy Eat World,Goodbye Sky Harbor,1179238,TRHTFWM128F426A016
artistic_128,u256122,the rocket summer - cross my heart,The Rocket Summer,Cross My Heart,8223637,TRNGIFV128F427CA2A
artistic_129,u277880,radiohead - i might be wrong,Radiohead,I Might Be Wrong,4789,TRRABGF128F4252E44
artistic_130,u402881,Chimbley Sweep - Decemberists,The Decemberists,The Chimbley Sweep,6048617,TREBZDS128F93269FA
artistic_131,u574601,Alkaline Trio - All On Black,Alkaline Trio,All On Black,4106004,TRRZTXX128F42B7655
artistic_132,u481575,Ace of base- all that she wants,Ace of Base,All That She Wants,4034296,TRPNCZL128F92CA52E
artistic_133,u277932,Morphine-Cure for pain,Morphine,Cure For Pain,411591,
artistic_134,u574611,Senses Fail - Bloody Romance,Senses Fail,Bloody Romance,214396,TRHQMKP128F14534EC
artistic_135,u574616,yellowcard- only one.,Yellowcard,Only One,285608,TREJJLL128F1462E03
artistic_136,u2952,Jack Johnson - Mediocre Bad Guys.,Jack Johnson,Mediocre Bad Guys,152059,TRBTPVL128E078FC36
artistic_137,u277985,HIM- the sacrament,HIM,The Sacrament,3537397,TRUJPWD128F42983DC
artistic_138,u481628,Muse- Time is running out.,Muse,Time Is Running Out,5134201,TRSEKGD128F42B654D
artistic_139,u603252,Led Zeppelin - Bron-Yr-Aur,Led Zeppelin,Bron-Yr-Aur,1829835,
artistic_140,u256133,SHAWN MCDONALD-OPEN ME,Shawn McDonald,Open Me,557941,TRNQMZE128F149542F
artistic_141,u402957,lou - home,Lou Barlow,Home,276857,TRTENNW128F93544B4
artistic_142,u3042,Broken Social Scene- Da Da Da Da,Broken Social Scene,Da Da Da Da,2626484,TRYHTWZ128F42370DD
artistic_143,u535566,Ozma-Shooting Stars,Ozma,Shooting Stars,1750424,TRRAPYA128F4289D44
artistic_144,u603255,A Static Lullaby - Faso Latido,A Static Lullaby,Faso Latido,3289195,TRJWWYK128F42823EB
artistic_145,u535582,Jamiroquai - &apos;Emergency on Planet Earth&apos;,Jamiroquai,Emergency On Planet Earth,3527389,TRGVFIB128F42BBA63
artistic_146,u481671,"""Imaginary"" - Evanescence",Evanescence,Imaginary,6521481,
artistic_147,u574650,shadows fall- what drives the weak,Shadows Fall,What Drives The Weak,8138989,TRARUOP12903CF2384
artistic_148,u623904,"""Family Tree"" - Ben Kweller",Ben Kweller,Family Tree,17850503,TRDNYBU128F9332358
artistic_149,u3288,Beck- Loser,Beck,Loser,164705,TRCISOV128E07929B3
artistic_150,u574659,brand new- jude law and a semester abroad,Brand New,Jude Law and a Semester Abroad,16579773,TRXWGEZ128F932D5D3
artistic_151,u623908,A Perfect Circle-Imagine,A Perfect Circle,Imagine,313748,TRUPCJS128F1468C83
artistic_152,u603285,Audioslave - Show Me How to Live,Audioslave,Show Me How To Live,3223006,TRIFVDW128F4279DE0
artistic_153,u3409,top of the world -- dixie chicks,Dixie Chicks,Top Of The World,3138090,TRTLFCJ128F4261D2E
artistic_154,u535625,Disturbed-Down With the sickness,Disturbed,Down With The Sickness,8552136,
artistic_155,u278201,Nada Surf- Inside of Love,Nada Surf,Inside Of Love,1950925,TRFTKLW128F422DE65
artistic_156,u3500,smashing pumpkins- disarm,The Smashing Pumpkins,Disarm,104223,
artistic_157,u481731,Jump Little Children - Cathedrals,Jump Little Children,Cathedrals,4946534,TRCNYCK128F9300A73
artistic_158,u403115,Wagon Christ - Memory Towel,Wagon Christ,Memory Towel,318276,TRNHFLS128F1469CFB
artistic_159,u574695,Jimmy Eat World- Pain,Jimmy Eat World,Pain,3922427,TRUTNNQ128E0783715
artistic_160,u403118,Deftones - Good Morning Beautiful,Deftones,Good Morning Beautiful,391102,
artistic_161,u3579,"Acceptance - ""This is Only a Test""",Acceptance,This is Only a Test (live),2927673,TRIXYEX128F427CA39
artistic_162,u603300,Shinedown - Burning Bright,Shinedown,Burning Bright,5820378,
artistic_163,u603300,Crossfade - Cold,Crossfade,Cold,163535,TRFVQQE128F427EDBF
artistic_164,u574698,California - Lenny Kravitz,Lenny Kravitz,California,272004,TRYFCGY128E07831C2
artistic_165,u3624,Marilyn Manson- mOBSCENE,Marilyn Manson,mOBSCENE,217268,TRSOYEJ128F149895A
artistic_166,u278285,Bee Gees - Stayin&apos; Alive,Bee Gees,Stayin' Alive,3722820,
artistic_167,u278290,DNTEL- pillowcase,Dntel,Pillowcase,15843131,TRSTQIC128EF35C781
artistic_168,u268594,circle jerks-wild in the streets,Circle Jerks,Wild in the Streets,10377450,TRXDYRR12903CE3FC3
artistic_169,u3682,Exit Music (For A Film)-Radiohead,Radiohead,Exit Music (For A Film),9089,TRZSOWU128F9310EA2
artistic_170,u268596,Marilyn Manson - I put a spell on you,Marilyn Manson,I Put A Spell On You,163824,TRWUGQT128E0792647
artistic_171,u3764,"Eric Clapton - ""Layla""",Eric Clapton,Layla,1492177,
artistic_172,u574724,Splender - I Think God Can Explain,Splender,I Think God Can Explain,3152311,TRMKMVZ128F426378E
artistic_173,u3786,silverchair - slave,Silverchair,Slave,14253484,TRZGPGP128F42B862C
artistic_174,u278371,Chris Cornell - Sunshower,Chris Cornell,Sunshower (Great Expectations Soundtrack),6314797,TRODQHQ12903C9ACF6
artistic_175,u623938,Yo La Tengo - Pablo and Andrea,Yo La Tengo,Pablo And Andrea,1193554,TRRTYXG128F422BAC7
artistic_176,u256150,Yellowcard - Only One,Yellowcard,Only One,285608,TREJJLL128F1462E03
artistic_177,u403199,Lose Yourself - Eminem,Eminem,Lose Yourself,220615,TRMSHQN128E0792879
artistic_178,u3813,Hoku - Perfect Day,Hoku,Perfect Day,163899,TRKMDHA12903CE69CE
artistic_179,u3815,i believe in a thing called love- the darkness,The Darkness,I Believe In A Thing Called Love,11348836,TRDTJKE12903CB29CE
artistic_180,u3825,Slither-Velvet Revolver,Velvet Revolver,Slither,5827442,TRYTKLB128F92F11FE
artistic_181,u278415,Wonder - Megan McCauley,Megan McCauley,Wonder,8664712,TRYPCJM128F92F6F1E
artistic_182,u481802,Spin Doctors - How Could You Want Him,Spin Doctors,How Could You Want Him (When You Know You Can Have Me),3164451,TRWPVAD128F42666E0
artistic_183,u3914,"""Lady"" - Lenny Kravitz",Lenny Kravitz,Lady,13516689,
artistic_184,u3922,the cranberries-zombie,The Cranberries,Zombie,270939,TRGBWJL128F9332B52
artistic_185,u603332,My Chemical Romance- Vampires Will Never Hurt You,My Chemical Romance,Vampires Will Never Hurt You,3577813,TRQUXPB128F147C1DA
artistic_186,u278462,Diana Krall - Let&apos;s Fall in Love,Diana Krall,Let's Fall In Love,18112659,TRZINCP128F4233625
artistic_187,u3949,madonna- easy ride,Madonna,Easy Ride (Album Version),125229,TRYNIIN128E078A802
artistic_188,u481810,Venus In Furs-Velvet underground,The Velvet Underground,Venus In Furs,5551847,TREJJYV128F9321642
