energetic_0,u9,beautiful day-U2,U2,Beautiful Day,17671548,TRTTZDE128C71969A1
energetic_1,u638938,Sting- Stolen Car,Sting,Stolen Car (Take Me Dancing),23542,
energetic_2,u263590,Drowning Pool - Love and War,Drowning Pool,Love & War,6518862,TRQDYPW12903CCBC1E
energetic_3,u59,Right Right Now Now - beastie boys,Beastie Boys,Right Right Now Now,224316,TROEAFF128F145555B
energetic_4,u535117,"""Blame it on the Tetons"" - Modest Mouse",Modest Mouse,Blame It On The Tetons,3280886,TRECQGC128F427EC77
energetic_5,u603018,The Starting Line - Leaving,The Starting Line,Leaving,14748403,TRJHSXW128F1460DBA
energetic_6,u263592,Thanks a Lot - Third Eye Blind,Third Eye Blind,Thanks A Lot,2227213,
energetic_7,u402100,Like a prayer- Madonna,Madonna,Like A Prayer,6531976,TRXDEDP12903CCEF05
energetic_8,u268545,She Will be Loved - Maroon 5,Maroon 5,She Will Be Loved,864405,TRBAMHJ128F9302A08
energetic_9,u276660,Beach Boys- Wouldn&apos;t it Be nice,The Beach Boys,Wouldn't It Be Nice,17907639,TRUXCMZ128F14850B2
energetic_10,u481022,The Reason- Hoobastank,Hoobastank,The Reason,497438,TRXJDMQ128E0784677
energetic_11,u481022,The Reason- Hoobastank,Hoobastank,The Reason,497438,TRXJDMQ128E0784677
energetic_12,u276693,switchfoot- meant  to live,Switchfoot,Meant To Live,3861386,TRFZHJF12903CA52A6
energetic_13,u263595,Nobody&apos;s Home-Avril Lavigne,Avril Lavigne,Nobody's Home,3363657,TRCJNHM128F92C3172
energetic_14,u481030,"""Pieces"" - Sum 41",Sum 41,Pieces,15731,TRVLYAC128E0783727
energetic_15,u273933,Modest Mouse - Float On,Modest Mouse,Float On,3275055,TRPFYYL128F92F7144
energetic_16,u574323,Rolling Stones - Ruby Tuesday,The Rolling Stones,Ruby Tuesday,17316622,TRCATSE128F9324EEB
energetic_17,u481062,Pink Floyd- Hey You,Pink Floyd,Hey You,15603698,TRNIKJY128F9308A0C
energetic_18,u481065,cardigans - for what it&apos;s worth,The Cardigans,For What It's Worth,2470917,TRTMAGH128F4241A8A
energetic_19,u481070,(i hate) everything about you - THREE DAYS GRACE,Three Days Grace,I Hate Everything About You,3112257,TRRGTOV128F425B9D1
energetic_20,u623719,"""Somewhere On Fullerton"" -Allister",Allister,Somewhere On Fullerton,2446956,TRGRUXA128F4292BD0
energetic_21,u603054,listening - the used,The Used,Listening,1434188,
energetic_22,u271872,In Da Club - 50 cent,50 Cent,In Da Club (Instrumental),4762671,
energetic_23,u402231,"Blondie-""Call ME""",Blondie,Call Me,481153,TRTRJRT12903D05FC3
energetic_24,u276836,The Cure- Pictures of You,The Cure,Pictures Of You,10607287,TRMTAJA12903CEE424
energetic_25,u276840,Penny and Me - Hanson,Hanson,Penny & Me,16092526,TRAQBHJ128E0794F0B
energetic_26,u603057,Taking Back Sunday - A decade under the influence,Taking Back Sunday,A Decade Under The Influence,15686835,
energetic_27,u638955,green day- boulevard of broken dreams,Green Day,Boulevard Of Broken Dreams,8807889,
energetic_28,u566,Nirvana - Negative Creep,Nirvana,Negative Creep,6967976,TRDLARA128F9312AAD
energetic_29,u402245,the walkmen-little house of savages  (:,The Walkmen,Little House Of Savages,3560138,
energetic_30,u574349,peter tosh- why must i cry,Peter Tosh,Why Must I Cry,14042597,TRVFJHA128F427179F
energetic_31,u603060,Kissing You-Des&apos;ree,Des'ree,I'm Kissing You,15379278,TROETPL128F425999E
energetic_32,u535214,Dimmu Borgir - Puritania,Dimmu Borgir,Puritania,1118270,TRATOAJ128F422F6A7
energetic_33,u481096,"Jewel- ""Foolish Games""",Jewel,Foolish Games,367356,TRRBVHI128F9330A22
energetic_34,u574354,Britney Spears - Everytime,Britney Spears,Everytime,3371815,TRHESQM128F9309934
energetic_35,u481098,Depeche Mode - Personal Jesus,Depeche Mode,Personal Jesus,513101,TRYIJWH128F146948C
energetic_36,u402270,Postal Service-Clark Gable,The Postal Service,Clark Gable,11270591,
energetic_37,u535224,Dishwalla-Home,Dishwalla,Home,19400444,TRMKWPG128F92E90B2
energetic_38,u263605,Otis Redding - (Sittin&apos; on) The Dock of the Bay,Otis Redding,(Sittin' On) The Dock Of The Bay,5565556,TRINXJC128F148AD14
energetic_39,u263607,fall - something corporate,Something Corporate,Fall,18130878,TREHLVB128E0791890
energetic_40,u402292,one song glory- rent,"Original Broadway Cast ""Rent""",One Song Glory,168821,
energetic_41,u481122,Usher-Yeah,Usher,Yeah! - Instrumental,16143555,
energetic_42,u603073,ataris - boys of summer,The Ataris,The Boys Of Summer,3222986,TRWQKYO128F427ED6B
energetic_43,u276966,Tetris - Two hours,Tetris,Two Hours,3608926,TRWNPWD128F92D231A
energetic_44,u638968,the luckiest - ben folds.,Ben Folds,The Luckiest,3151601,TRBNROK128F42634C8
energetic_45,u481145,tell her tonight- franz ferdinand,Franz Ferdinand,Tell Her Tonight,5025210,TRGBBQO128F4229850
energetic_46,u481147,Led Zeppelin - Tangerine,Led Zeppelin,Tangerine  (Album Version),2315497,TRCSMXV128F4298973
energetic_47,u402322,Security - Stacie Orrico,Stacie Orrico,Security,278529,TRAAUKD128F14613E4
energetic_48,u402326,Punk Rock Princess- Something Corporate,Something Corporate,Punk Rock Princess,160315,TRCCQFU12903CB7036
energetic_49,u402327,Switchfoot--Meant to Live,Switchfoot,Meant To Live,3861386,TRFZHJF12903CA52A6
energetic_50,u402328,dashboard confessional - this bitter pill,Dashboard Confessional,This Bitter Pill,496707,TRUTFOJ128F148AE46
energetic_51,u276999,"""Dressed To Kill""- New Found Glory",New Found Glory,Dressed To Kill,231624,TRYLMXY128C71967B6
energetic_52,u535250,lithium- Nirvana,Nirvana,Lithium,148256,TRMYDPM128F1451EFE
energetic_53,u275921,Ashlee Simpson - Autobiography,Ashlee Simpson,Autobiography,3441846,TRGUOKQ128F4214A7C
energetic_54,u535257,Rob Zombie - House of 1000 Corpses,Rob Zombie,House Of 1000 Corpses,3499948,TRPLMXP128E0792700
energetic_55,u574386,"""Scumgrief [Deep Dub Trauma Mix]"" - Fear Factory",Fear Factory,Scumgrief (Deep Dub Trauma Mix),1372266,
energetic_56,u481163,Kenny Chesney-I go back,Kenny Chesney,I Go Back,8203578,TRAKIME128F92F148D
energetic_57,u481163,Taking Back Sunday-Bike Scene,Taking Back Sunday,Bike Scene,15813068,
energetic_58,u535263,Tori Amos - God,Tori Amos,God (2006 Remastered LP Version),550871,
energetic_59,u574393,Nelly - Flap Your Wings,Nelly,Flap Your Wings,18085,TRWVVMV128E0781156
energetic_60,u638973,Bitch Please- Eminem,Eminem,Bitch Please II,9064478,
energetic_61,u481168,Bright eyes - first day of my life,Bright Eyes,First Day Of My Life,1444070,
energetic_62,u263611,MooNDanCe- Van Morrison,Van Morrison,Moondance,1407811,TRRJLZB128F4294061
energetic_63,u402354,my happy ending - avril lavigne,Avril Lavigne,My Happy Ending,3363655,TRTXJBO128F4294115
energetic_64,u638974,Livin la vida loca- Ricky Martin!!,Ricky Martin,Livin' La Vida Loca,14338819,TRMVLCU128F425D72C
energetic_65,u402370,radiohead-paranoid android,Radiohead,Paranoid Android,4501631,TRGLRIX128E0782188
energetic_66,u277080,Michael - Franz Ferdinand,Franz Ferdinand,Michael,5025234,TRCSLZJ128F4260352
energetic_67,u535278,With You - Jessica Simpson,Jessica Simpson,With You,759675,TRNANAN128F428248D
energetic_68,u277091,"Reel Big Fish - ""Kiss Me Deadly""",Reel Big Fish,Kiss Me Deadly (Live),410914,TRHCRDN128F147B94C
energetic_69,u638981,deep inside of you  - third eye blind,Third Eye Blind,Deep Inside Of You,415732,
energetic_70,u574416,Dispatch - Bats in the Belfry,Dispatch,Bats In The Belfry,3442013,
energetic_71,u603091,Cab Calloway - Minnie the Moocher,Cab Calloway,Minnie The Moocher,15881734,TRBWSDX128F931D2B8
energetic_72,u638983,3 doors down - away from the sun,3 Doors Down,Away From The Sun,147248,TRZZWWR128F427EA01
energetic_73,u481203,Duality-slipknot,Slipknot,Duality,1397970,
energetic_74,u481213,Kevin Lyttle- Turn me on,Kevin Lyttle,Turn Me On,63606,TRVJLGT128F42824E4
energetic_75,u277143,Atreyu- five vicodin chased with a shot of clarity,Atreyu,Five Vicodin Chased With A Shot Of Clarity,15829259,
energetic_76,u1188,kylie-come into my world,Kylie Minogue,Come Into My World,21140385,TRHVOHR128E07840A4
energetic_77,u481235,Slipknot - Danger Keep away,Slipknot,Danger - Keep Away,5838504,
energetic_78,u263620,"""Morning Calls"" - Dashboard Confessional",Dashboard Confessional,Morning Calls,386202,TRMMBXD128F1477148
energetic_79,u263620,"""Grand Theft Autumn"" - Fall Out Boy",Fall Out Boy,Grand Theft Autumn/Where Is Your Boy,245838,
energetic_80,u623765,with you  -jessica simpson,Jessica Simpson,With You,759675,TRNANAN128F428248D
energetic_81,u603112,"""Army"" - Ben Folds",Ben Folds Five,Army,3151413,
energetic_82,u268557,the starting line - up & go,The Starting Line,Up And Go,276871,TRJKKIN128F1460DB7
energetic_83,u268557,Mad Caddies - Road Rash,Mad Caddies,Road Rash,2495445,
energetic_84,u535308,Ashanti- Only U,Ashanti,Only U (Remix),24467,
energetic_85,u574437,Bloody Romance- Senses Fail,Senses Fail,Bloody Romance,214396,TRHQMKP128F14534EC
energetic_86,u268558,Shut Up- Black Eyed Peas,The Black Eyed Peas,Shut Up,157950,
energetic_87,u638992,ataris - boys of summer,The Ataris,The Boys Of Summer,3222986,TRWQKYO128F427ED6B
energetic_88,u574439,"""Meant to Live"" - Switchfoot",Switchfoot,Meant To Live,3861386,TRFZHJF12903CA52A6
energetic_89,u574440,Mest - Drawing Board,Mest,Drawing Board (Album Version),8485682,TRBXULY12903CCFDD2
energetic_90,u574443,Maroon 5 - This Love,Maroon 5,This Love,864400,TRZHXFO128F9302A17
energetic_91,u277228,Dido - Here With Me,Dido,Here With Me,3849131,TRFPMHD128F429215B
energetic_92,u623773,The Quiet Things That No One Ever Knows-Brand New,Brand New,The Quiet Things That No One Ever Knows,7056183,TRSPEFX128F9333620
energetic_93,u1477,melissa etheridge- your little secret,Melissa Etheridge,Your Little Secret,505696,TRAKKST128F148C5A8
energetic_94,u1488,mario - just a friend,Mario Vazquez,Just A Friend,3492172,TRKKIZM128F42B31C7
energetic_95,u277282,chemical party- gavin degraw,Gavin DeGraw,Chemical Party,3162871,TRSTFLI128F42660B4
energetic_96,u1522,the clash--career opportunities,The Clash,Career Opportunities,10893243,TRAZIFU128F4279B49
energetic_97,u638996,Numb- Linkin Park,Linkin Park,Numb (Live In Texas),440026,TRHKEAQ128F1480E8E
energetic_98,u402520,Boney M. - Ma baker,Boney M.,Ma Baker,13128083,TRNSSHM128F428EEC1
energetic_99,u535329,ocean avenue-yellowcard,Yellowcard,Ocean Avenue,285605,TRZGABY128F1462E00
energetic_100,u535330,Lean Back- Fat Joe,Fat Joe,Lean Back - Rolling Stone Version,3209743,
energetic_101,u603126,Nirvana - Smells Like Teen Spirit,Nirvana,Smells Like Teen Spirit,148254,TRTQHCR128F42640F5
energetic_102,u256093,Eagles - Hotel California,Eagles,Hotel California,5912273,TRXWWWB128F9305CAA
energetic_103,u277312,velvet revolver-fall to pieces,Velvet Revolver,Fall To Pieces,3296157,TRVSBGC128F4283DBB
