guilty_0,u275919,Alanis Morissette - That I Would Be Good,Alanis Morissette,That I Would Be Good,212871,
guilty_1,u535107,no doubt- just a girl,No Doubt,Just A Girl,147724,TRRNWOF128E078EB4C
guilty_2,u638943,And So It Goes - Billy Joel,Billy Joel,And So It Goes,3164984,TRAVJDN128F92EA542
guilty_3,u574309,hopesfall - escape pod for intangibles,Hopesfall,Escape Pod For Intangibles,23769714,TRYCTCT12903CC503E
guilty_4,u239,Casting crowns - Who am I?,Casting Crowns,Who Am I,5796800,
guilty_5,u276714,"""Date with the night"" - yeah yeah yeahs",Yeah Yeah Yeahs,Date With The Night,2471167,TRHOERE128F421436F
guilty_6,u535163,"Sparta-""Collapse""",Sparta,Collapse,2471464,TRBSILT128E0791F3D
guilty_7,u319,Nirvana-About a girl,Nirvana,About A Girl,148335,TRTPEAH128F931E048
guilty_8,u603043,Waiting On a Friend - The Rolling Stones,The Rolling Stones,Waiting On A Friend (Remastered),6087085,
guilty_9,u574333,Change of Heart - Cyndi Lauper,Cyndi Lauper,Change Of Heart,5293930,
guilty_10,u638963,Trapt--Still Frame,Trapt,Still Frame,3549475,
guilty_11,u481147,The Killers - Mr. Brightside,The Killers,Mr. Brightside,4465244,TRSDHZY128F42B91E7
guilty_12,u402326,Green Day - Basket Case,Green Day,Basket Case,2281398,
guilty_13,u481157,"Alien Ant Farm- ""Attitude""",Alien Ant Farm,Attitude,161875,TRPVUQF128E0791EA0
guilty_14,u574407,The Pixies- Where is my mind,Pixies,Where Is My Mind?,2073191,TRNNGMK128F423F034
guilty_15,u603098,My Sanity on the Funeral Pyre - Atreyu.,Atreyu,My Sanity On The Funeral Pyre,15829255,
guilty_16,u623763,Hurricane- Bob Dylan,Bob Dylan,Hurricane,10894081,TRMYEFF128F426EF54
guilty_17,u256090,"""Clark Gable"" - The Postal Service",The Postal Service,Clark Gable,11270591,
guilty_18,u277218,"""Good Woman""- Cat Power",Cat Power,Good Woman,1193169,TRVCCMF128F429E9FB
guilty_19,u1519,dashboard confessional-places you have come to fear the most,Dashboard Confessional,The Places You Have Come To Fear The Most,496706,TRDFHQU128F148AE45
guilty_20,u603129,dig - mudvayne,Mudvayne,Dig,3140012,TRFRTBK128F42624A0
guilty_21,u271881,This Love- Maroon 5,Maroon 5,This Love,864400,TRZHXFO128F9302A17
