exanimate_0,u263590,Slipknot - Duality,Slipknot,Duality,1397970,
exanimate_1,u623711,Down - Something Corporate,Something Corporate,Down,21497510,TRBWTKL12903CB7034
exanimate_2,u623711,Say Yes - Elliott Smith,Elliott Smith,Say Yes,5372709,TREYRWT128F92F8FDB
exanimate_3,u385,joni mitchell- all i want,Joni Mitchell,All I Want,684848,
exanimate_4,u603049,Imagine -- A Perfect Circle,A Perfect Circle,Imagine,313748,TRUPCJS128F1468C83
exanimate_5,u481126,Further Seems Forever - Make it a Part,Further Seems Forever,Make It A Part (Album Version),557969,TRHJHPO128F149544B
exanimate_6,u574376,The Shins- So Says I,The Shins,So Says I,11270687,TREXRBN128F42676B8
exanimate_7,u276952,A Perfect Circle - Judith,A Perfect Circle,Judith,320818,
exanimate_8,u271877,counting crows-holiday in spain,Counting Crows,Holiday In Spain,162718,TRZTQGZ128F1476913
exanimate_9,u574409,"Cake - ""Never There""",Cake,Never There,3335574,TRWHGOU128F428D386
exanimate_10,u1089,bury your dead - dragged out and SHOT,Bury Your Dead,Dragged Out And Shot,4909124,TRSOUNR128F92F7CD8
exanimate_11,u256086,Erasure - Stop!,Erasure,Stop!,86654,TRKZPQA128E0786347
exanimate_12,u402394,Strung Out - Swan Dive,Strung Out,Swan Dive,6168647,TRMCUPP128F9343BBA
exanimate_13,u1124,The Pretenders - Brass in Pocket,The Pretenders,Brass In Pocket (Live),72714,TRDHSTS12903D112F0
exanimate_14,u574419,William Shatner-Common People,William Shatner,Common People,3298306,TRDDSWW128F4284622
exanimate_15,u535320,modest mouse - satin in a coffin,Modest Mouse,Satin In A Coffin,3275048,TRPDUVQ128F4280342
exanimate_16,u1489,Portishead - Western Eyes,Portishead,Western Eyes,220638,TRZTBNV128F1454838
exanimate_17,u481309,Twista - Drinks,Twista,Drinks (Edited Album Version),2272042,TRQRZJD128F426D184
exanimate_18,u1614,GlassJaw  -  Ape Dos Mil,Glassjaw,Ape Dos Mil,6004595,
exanimate_19,u277395,Orgy - Dissention,Orgy,Dissention,8312995,TRCSGLG128F4270271
exanimate_20,u481338,"""Love Song for No One"" -John Mayer",John Mayer,Love Song For No One,5000213,TRMSZXT128F92F7816
exanimate_21,u481338,"""Love Song for No One"" -John Mayer",John Mayer,Love Song For No One,5000213,TRMSZXT128F92F7816
exanimate_22,u481338,"""Love Song for No One"" -John Mayer",John Mayer,Love Song For No One,5000213,TRMSZXT128F92F7816
exanimate_23,u481361,The Real Slim Shady - Eminem,Eminem,The Real Slim Shady,220620,TREWTIO128F145497E
exanimate_24,u268567,Somebody That I Used to Know - Elliott Smith,Elliott Smith,Somebody That I Used To Know,161801,TRGXMBI128E0791E56
exanimate_25,u535398,Blindside - All of Us,Blindside,All Of Us (Album Version),1139617,TRNYDKM128F429527E
exanimate_26,u639018,U2 - Until the End of the World,U2,Until The End Of The World,1634,TRCJZXG128F427E24E
exanimate_27,u535428,"""Let Me Kiss You"" - Morrissey",Morrissey,Let Me Kiss You,4345279,TRWSPCH128F425D4C6
exanimate_28,u481435,VAST - Touched,VAST,Touched,5678320,
exanimate_29,u623833,*Enjoy The Silence* - Depeche Mode,Depeche Mode,Enjoy the Silence,513104,TRALENG12903D111A5
exanimate_30,u2242,matchbook romance - playing for keeps,Matchbook Romance,Playing for Keeps,2272595,
exanimate_31,u574548,Pixies - Hey,Pixies,Hey,6130329,TRYHDLQ128F423F02D
exanimate_32,u481560,Placebo - Black Eyed,Placebo,Black-Eyed,13986091,
exanimate_33,u402875,Lacuna Coil - Heaven&apos;s a lie,Lacuna Coil,Heaven's A Lie,7717695,TRBFOFD12903D02794
exanimate_34,u275219,The Offspring - The Kids Aren&apos;t Alright,The Offspring,The Kids Aren't Alright,10344649,TRXIBFG128F42A4CFF
exanimate_35,u277899,"""Cold"" - Crossfade",Crossfade,Cold,163535,TRFVQQE128F427EDBF
exanimate_36,u2953,311... ---Love Song,311,Love Song,5828367,
exanimate_37,u481625,gladys knight and the pips--midnight train to georgia,Gladys Knight & The Pips,Midnight Train To Georgia,6753305,
exanimate_38,u603263,[kottonmouth kings] - suburban life,Kottonmouth Kings,Suburban Life,2082667,TRCGXJL128F4241397
exanimate_39,u3184,nothing compares 2 u -prince,Prince & The New Power Generation,Nothing Compares 2 U,15890209,TRMWLLC128F423CB79
exanimate_40,u403032,Aesop Rock - Bracket Basher,Aesop Rock,Bracket Basher,1867056,TROBTGE128F429E591
exanimate_41,u481739,Drowning Pool - Sermon,Drowning Pool,Sermon,6522410,TRLNLRD12903CCC9F8
exanimate_42,u268596,Portishead - Glory box,Portishead,Glory Box,123524,TRRJYTU128F14534FC
exanimate_43,u263662,Rob Zombie - Feel So Numb,Rob Zombie,Feel So Numb,7004860,TRFYIGG128F148D102
exanimate_44,u535747,like spinning plates- radiohead,Radiohead,Like Spinning Plates (Live),5100,TRBPEXP128E07813D6
exanimate_45,u535753,I&apos;m no Angel- Dido,Dido,I'm No Angel,3849140,TRWCPEY128F42884DF
exanimate_46,u278636,Everybody Hurts - REM,R.E.M.,Everybody Hurts,6516529,
exanimate_47,u403369,Summer Song- Grover Washington Jr.,"Grover Washington, Jr.",Summer Song,5263106,
exanimate_48,u535764,Multiply-Xzibit,Xzibit,Multiply - Explicit Version,11197205,
exanimate_49,u4334,cocteau twins - lorelei,Cocteau Twins,Lorelei,863442,TRLYGIY128EF35F64E
exanimate_50,u574804,A Gentleman Caller-Cursive,Cursive,A Gentleman Caller,1126801,
exanimate_51,u278712,rock is dead - marilyn manson,Marilyn Manson,Rock Is Dead,6632138,TRYQZPC128F93176AD
exanimate_52,u403430,Cold- Gone Away,Cold,Gone Away (A Song For Starr),509892,TRHLKIF128F148D0F6
exanimate_53,u535784,Clay Aiken - Don&apos;t Save It All for Christmas Day,Clay Aiken,Don't Save It All For Christmas Day,3320701,TRMMJMA128F4289B2F
exanimate_54,u481940,Jellyfish - Baby&apos;s Coming Back,Jellyfish,Baby's Coming Back,9173703,TRQCLBL128F1458E0C
exanimate_55,u535814,Days Go By- Dirty Vegas,Dirty Vegas,Days Go By (Acoustic),1108473,TRQHMCE128F1462E3D
exanimate_56,u278890,Ryan Cabrera- On The Way Down,Ryan Cabrera,On The Way Down,63781,
exanimate_57,u535869,straylight run - existentialism on prom night,Straylight Run,Existentialism On Prom Night,15747040,
exanimate_58,u535870,Underworld - Born Slippy,Underworld,Born Slippy,16487479,TRNWPRM128F4226EE1
exanimate_59,u5230,Jeff Buckley-Hallelujah,Jeff Buckley,Hallelujah,3161986,TRPJRCV128F92F3F86
exanimate_60,u535968,William Shatner - Common People,William Shatner,Common People,3298306,TRDDSWW128F4284622
exanimate_61,u535969,Korn-Somebody Someone,Korn,Somebody Someone,10343842,TRHRMEK128F4283198
exanimate_62,u263702,Reflection - Christina Aguilera,Christina Aguilera,Reflection,7275982,TRHXRGB128F425B722
exanimate_63,u482208,alien ant farm - sticks and stones,Alien Ant Farm,Sticks And Stones,161874,TRDKTDR128E0791E9F
exanimate_64,u482208,deftones - digital bath,Deftones,Digital Bath,685397,
exanimate_65,u279459,How to be Dead--Snow Patrol,Snow Patrol,How To Be Dead (Live from BNN),16139,
exanimate_66,u624058,Ozzy-dreamer,Ozzy Osbourne,Dreamer,3260457,TRIIUGA128F42AD432
exanimate_67,u482246,maybe memories-the used,The Used,Maybe Memories,6331511,
