weird_0,u623697,Billy Idol - White Wedding,Billy Idol,White Wedding,2899040,
weird_1,u256056,The Killers - Mr Brightside,The Killers,Mr. Brightside,4465244,TRSDHZY128F42B91E7
weird_2,u276607,Such Great Heights-The Postal Service,The Postal Service,Such Great Heights,1579101,TRCRCBT128F4260DD1
weird_3,u276619,Operation Ivy - Knowledge,Operation Ivy,Knowledge,1828955,TRMMFAR128F42986F7
weird_4,u623700,pulp*-*disco 2000,Pulp,Disco 2000,438509,TRQZDUK128F93210B3
weird_5,u85,Black Tangled Heart - Silverchair,Silverchair,Black Tangled Heart,3214053,TRLHYEF128F42B8640
weird_6,u603011,"Arch Enemy- ""Marching on a Dead End Road""",Arch Enemy,Marching On A Dead End Road,8141806,TRBHFGC12903CF2E83
weird_7,u95,"""Born to Reign""-will smith",Will Smith,Born To Reign,3164549,TRFSCJL128F4266742
weird_8,u276635,pixies-&apos;brick is red&apos;,Pixies,Brick Is Red,1182047,
weird_9,u574295,perfect sonnet - bright eyes,Bright Eyes,A Perfect Sonnet,570627,TRIGTIQ128F14979A3
weird_10,u481008,Blur - On Your Own,Blur,On Your Own,5707124,
weird_11,u481008,Wouldn&apos;t it be Good - Nik Kershaw,Nik Kershaw,Wouldn't It Be Good,1157208,TRLXJWZ128F42A6DF3
weird_12,u623701,breakdown- mariah carey,Mariah Carey,Breakdown (Featuring Krayzie Bone & Wish Bone),12594622,
weird_13,u152,Turn of a Friendly Card - Alan Parsons Project,The Alan Parsons Project,The Turn Of A Friendly Card,3114102,TRMPEIR128F425C0E3
weird_14,u535131,LEAN BACK - terror squad,Terror Squad,Lean Back,14087560,TRPYGID128E0788BF5
weird_15,u481025,Eminem - Mockingbird,Eminem,Mockingbird (Instrumental),109487,
weird_16,u638948,Pure-Orgy,Orgy,Pure (Advance version),4838359,TRXZBBU128F92E6F7E
weird_17,u481032,strike anywhere-lights go out,Strike Anywhere,Lights Go Out,7593518,TRUKPLP12903CE434B
weird_18,u535149,Brand New-Sic Transit Gloria,Brand New,Sic Transit Gloria ... Glory Fades,7056177,TRGKWHO128F933361A
weird_19,u481035,queen - another one bites the dust,Queen,Another One Bites The Dust,14180072,
weird_20,u603034,Nirvana - Smells Like Teen Spirit,Nirvana,Smells Like Teen Spirit,148254,TRTQHCR128F42640F5
weird_21,u535157,"""time of your life"" -green day",Green Day,Good Riddance [Time Of Your Life],2281480,
weird_22,u294,Hawthorne Heights-Ohio is for Lovers,Hawthorne Heights,Ohio Is For Lovers,15684044,
weird_23,u481051,40 Below Summer - Rope,40 Below Summer,Rope,8479222,
weird_24,u603039,crossfade-cold,Crossfade,Cold,163535,TRFVQQE128F427EDBF
weird_25,u276745,modern swinger- pink spiders,The Pink Spiders,Modern Swinger,592379,TRAFZML128F149CB52
weird_26,u402200,Satisfaction - Benny Benassi,Benny Benassi,Satisfaction,9091711,
weird_27,u276787,gavin degraw-- chemical party,Gavin DeGraw,Chemical Party,3162871,TRSTFLI128F42660B4
weird_28,u402201,my chemical romance- i&apos;m not okay,My Chemical Romance,I'm Not Okay,2284784,
weird_29,u603053,doves - pounding,Doves,Pounding,8662244,TRIUCXB128E07819A2
weird_30,u623722,Taproot - Poem,Taproot,Poem (Live Version),79416,TRRNQVD128E0785A90
weird_31,u623723,Avril Lavigne -:My Happy Ending:-,Avril Lavigne,My Happy Ending,3363655,TRTXJBO128F4294115
weird_32,u402225,Billy Talent - river below,Billy Talent,River Below,2271995,TRTVBIX128F4223198
weird_33,u574345,ashlee simpson- surrender,Ashlee Simpson,Surrender,3510492,TRZOOEE128F42A6D9C
weird_34,u534,I&apos;m glad- jennifer lopez,Jennifer Lopez,I'm Glad,13545872,TRBGASN128F427BF8F
weird_35,u481089,Barenaked Ladies - What a Good Boy,Barenaked Ladies,What A Good Boy,5676050,
weird_36,u481089,Train - When I Look to the Sky,Train,When I Look To The Sky,3223342,TRMLVAP128F4281E96
weird_37,u256075,"Justin Timberlake - ""Rock Your Body""",Justin Timberlake,Rock Your Body,4454997,TRGJOFA128F42AC9A9
weird_38,u570,SICK SAD LITTLE WORLD-INCUBUS,Incubus,Sick Sad Little World,10973055,TREBEGR128F42809F9
weird_39,u268548,Cool - Gwen Stefani,Gwen Stefani,Cool,10669051,TRTGPMW128F1454355
weird_40,u574353,"""Rock &apos;N Roll Nigger"" - Marilyn Manson",Marilyn Manson,Rock 'N' Roll Nigger,163830,TRPXKJB128E079264D
weird_41,u626,Vanishing - A Perfect Circle,A Perfect Circle,Vanishing,1689105,TRMBRKN128F427B6F3
weird_42,u638959,Caress Me Down- Sublime,Sublime,Caress Me Down,230912,TRFMXWD128F145689F
weird_43,u263604,fall out boy- homesick at space camp,Fall Out Boy Tribute,Homesick At Space Camp,245840,
weird_44,u263604,smashing pumpkins-  bullet with butterfly wings,The Smashing Pumpkins,Bullet With Butterfly Wings,104225,TRBHVDQ128E0788919
weird_45,u603063,Emery - As Your Voice Fades,Emery,As Your Voice Fades (The Weaks End Album Version),338735,
weird_46,u724,Way Away- Yellowcard*,Yellowcard,Way Away,285603,TRDUOIP128F147D5A7
weird_47,u535229,Dream Theater - As I Am,Dream Theater,As I Am,69282,
weird_48,u402286,Air - Venus,Air,Venus,484957,TRRZMJU128F1489169
weird_49,u603067,Coldplay-Warning Sign,Coldplay,Warning Sign,2974,TRNEKDM128E0780C91
weird_50,u603071,Asleep in the chapel -Thursday,Thursday,Asleep In The Chapel,2435743,TRXYPFK128F92DF46E
weird_51,u256080,"""Fast Car""--Tracy Chapman",Tracy Chapman,Fast Car,492361,
weird_52,u623737,Fall out boy - Chicago is so two years ago,Fall Out Boy,Chicago Is So Two Years Ago,245842,
weird_53,u623739,Phantom Planet - California,Phantom Planet,California (Live),3166258,
weird_54,u276992,pink floyd - money,Pink Floyd,Money,15462689,TRKUOAS128F1478DC9
weird_55,u277003,Rob zombie - Dragula (hot rod herman remix),Rob Zombie,Dragula [Hot Rod Herman Remix] (Album Version),6632145,TROCBOL12903CE754F
weird_56,u914,Usher-Yeah,Usher,Yeah! - Instrumental,16143555,
weird_57,u574383,the strokes-someday,The Strokes,Someday,2948858,TRPYROS128F427F1A9
weird_58,u481162,the saddest song - streetlight manifesto,Streetlight Manifesto,The Saddest Song,15813192,
weird_59,u535260,Bruce Springsteen - Rosalita,Bruce Springsteen,Rosalita (Come Out Tonight),15726045,TRFSOIF128F427BF79
weird_60,u1001,Evanescence- Taking Over Me,Evanescence,Taking Over Me,6521482,TRPDXBE128F42BAC8A
weird_61,u263611,You know how I do- Taking back Sunday,Taking Back Sunday,You Know How I Do,15671894,
weird_62,u263612,The Brian Setzer Orchestra - The Dirty Boogie,The Brian Setzer Orchestra,The Dirty Boogie,168987,TRMAETE128E079387C
weird_63,u535278,Just lose it - eminem,Eminem,Just Lose It (Instrumental),14645,
weird_64,u574409,"Orgy - ""Social Enemies""",Orgy,Social Enemies (Album Version),8312990,TRHLJDH12903CA5CC2
weird_65,u623752,"Vanessa Carlton-""A Thousand Miles""",Vanessa Carlton,A Thousand Miles,11681321,TRMLGUQ128E07928FE
weird_66,u481193,oar- crazy game of poker,O.A.R.,That Was A Crazy Game Of Poker,17853850,
weird_67,u638982,Amateur-Aimee Mann,Aimee Mann,Amateur,574964,TRHZGCW128F42482A1
weird_68,u623758,Pieces-Sum 41,Sum 41,Pieces,15731,TRVLYAC128E0783727
weird_69,u574419,Hoobastank-The reason,Hoobastank,The Reason,497438,TRXJDMQ128E0784677
weird_70,u481210,something about you - five for fighting,Five for Fighting,Something About You,5351842,
weird_71,u1151,Robbie Williams - Nan&apos;s Song,Robbie Williams,Nan's Song,5596,
weird_72,u1153,The Velvet Revolver - Headspace,Velvet Revolver,Headspace,5827441,TRLGSOU128F42960C5
weird_73,u481230,enya- wild child,Enya,Wild Child,216566,TRVDWGX128F1453AD6
weird_74,u623764,My Chemical Romance- The Ghost of You,My Chemical Romance,The Ghost Of You,1420739,
weird_75,u277171,eminem-square dance,Eminem,Square Dance,148198,TRIBXXM128E078ED6D
weird_76,u603112,"""Who named the days""- Arab Strap",Arab Strap,Who Named The Days?,331464,TRAKUTZ128F146C91B
weird_77,u535303,Coldplay - Don&apos;t Panic,Coldplay,Don't Panic,425041,TRANBUW128F933C645
weird_78,u535307,my friends over you --- new found glory,New Found Glory,My Friends Over You,2329184,TRPEWCY128F427AAF4
weird_79,u535307,Shine -- Lil&apos; Wayne,Lil Wayne,Shine (Album Version (Explicit)),2576930,
weird_80,u535310,True- Ryan Cabrera,Ryan Cabrera,True (Spanglish Version),1337642,TRGMKDB128F423117A
weird_81,u268558,Diary-Alicia Keys,Alicia Keys,Diary,3340931,TRZXWKQ128F92F121E
weird_82,u402468,John Mayer - Daughters,John Mayer,Daughters,10562801,TRGRKMN128F4280B9D
weird_83,u1402,Postal Service - Sleeping In,The Postal Service,Sleeping In,15773698,
weird_84,u277260,Oasis - Don&apos;t go away,Oasis,Don't Go Away,167768,TRAGFVT128F92ECB5D
weird_85,u574446,something corporate - she paints me blue,Something Corporate,She Paints Me Blue,8858908,TRQQWIM128E0792186
weird_86,u481295,A Song For The Optimists-- Atreyu,Atreyu,A Song For The Optimists,15671771,
weird_87,u277301,linkin park--somewhere i belong,Linkin Park,Somewhere I Belong,449735,
weird_88,u402528,Coldplay - A rush of blood to the head,Coldplay,A Rush Of Blood To The Head,2976,TRUOJJS128F145C256
weird_89,u277320,The Gathering - Strange Machines,The Gathering,Strange Machines,8114352,TRQKAIF12903CF0D9B
weird_90,u277322,Gin Blossoms - Hey Jealousy,Gin Blossoms,Hey Jealousy,2436623,TRCIIIB128F148D11C
weird_91,u256095,Steve Miller Band--Take the Money and Run,Steve Miller Band,Take The Money And Run,10863677,TRJKBEJ128F14595A1
weird_92,u277347,revival - orgy,Orgy,Revival (Album Version),8313006,TRWVYDA12903CA5CD2
weird_93,u481313,maroon 5 - this love,Maroon 5,This Love,864400,TRZHXFO128F9302A17
weird_94,u603134,Numb-Linkin Park,Linkin Park,Numb (Live In Texas),440026,TRHKEAQ128F1480E8E
weird_95,u481320,Hoobastank - Out of Control,Hoobastank,Out Of Control,497432,TRYJPGZ128F148B113
weird_96,u481320,Trapt -  Still Frame,Trapt,Still Frame,3549475,
weird_97,u535355,The Dillinger Escape Plan - Phone Home,The Dillinger Escape Plan,Phone Home,2439716,TRZAXTH128F4290F92
weird_98,u481327,Figure number five - Soilwork,Soilwork,Figure Number Five,2848251,TRIFICJ128F426A83C
weird_99,u481330,Bob Marley - Buffalo Soldier,Bob Marley,Buffalo Soldier,17373256,
weird_100,u277430,Hawthorne Heights - Ohio is for lovers,Hawthorne Heights,Ohio Is For Lovers,15684044,
weird_101,u639003,"""Man In A Suitcase"" - The Police",The Police,Man In A Suitcase,169619,TRFBZUM128F1476FA6
weird_102,u268567,Sweet Jane - Velvet Underground,The Velvet Underground,Sweet Jane,4599877,TRUOBUT128F42B575D
weird_103,u623805,the beatles- hey jude,The Beatles,Hey Jude,12769833,
weird_104,u481373,Simple Plan - Perfect World,Simple Plan,Perfect World (Domestic Album Version),92051,TROEASE128E0787323
weird_105,u268568,You Had Me- Joss Stone,Joss Stone,You Had Me (Live),2578079,TRLKEFU128F422C555
weird_106,u402610,a sorta fairytale- tori amos,Tori Amos,A Sorta Fairytale,3231499,TRIHAFP128F4274681
weird_107,u535383,Red Hot Chili Peppers - Give It Away,Red Hot Chili Peppers,Give It Away,132206,
weird_108,u639013,Atreyu- Bleeding Mascara,Atreyu,Bleeding Mascara,15671785,
weird_109,u277495,Pieces Of Me - Ashlee Simpson,Ashlee Simpson,Pieces Of Me,2708421,TRMFOLO128F424A0FC
weird_110,u1968,Foo Fighters - February Stars,Foo Fighters,February Stars,4143063,TRBTHSY128F92CA9D4
weird_111,u256104,incubus - Pardon me,Incubus,Pardon Me,3165722,TRLSNDQ128F4266BD7
weird_112,u1987,Wish you were here - Pink Floyd,Pink Floyd,Wish You Were Here,15462697,
weird_113,u2000,Nights in White Satin - Moody Blues,The Moody Blues,Nights In White Satin,228876,TRWCHTI128F145622A
weird_114,u2013,One Last Breath - Creed,Creed,One Last Breath,6521336,TRNCEUK12903CCC629
weird_115,u535408,THE HIDDEN CAMERAS-  i believe in the good of life,The Hidden Cameras,I Believe In The Good Of Life,2598834,TRTICFD128F4230921
weird_116,u481402,In The End - Linkin Park,Linkin Park,In The End,193086,
weird_117,u535412,Jimmy Eat World-The Middle,Jimmy Eat World,The Middle,161986,TRRCPXP128E0791F01
weird_118,u574513,Zucchero - Il Grande Baboomba,Zucchero,Il Grande Baboomba,7300599,
weird_119,u574513,Manu Chao - La Primavera,Manu Chao,La primavera,6834054,TRUFXOK128F4248313
weird_120,u481415,Mansun - The World&apos;s Still Open,Mansun,The World's Still Open,1608726,TRWIIUV128F4267E54
weird_121,u481427,Britney Spears - Satisfaction,Britney Spears,(I Can't Get No) Satisfaction,3372126,TRUKVDH128F9309692
weird_122,u277606,something corporate-as you sleep,Something Corporate,As You Sleep,2444838,TRWIYQB128E079217F
weird_123,u277606,weezer-holiday,Weezer,Holiday,170570,TRFCSQT128F931E7C1
weird_124,u481437,Good Charlotte -  The Little Things,Good Charlotte,Little Things,6365416,TRECUTG128F426388C
weird_125,u623833,*Midnight Show* - The Killers,The Killers,Midnight Show,4465256,TREZIHP128F9309A61
weird_126,u263637,Usher- Yeah,Usher,Yeah! - Instrumental,16143555,
weird_127,u2235,Mary Gauthier - Wheel inside the Wheel,Mary Gauthier,Wheel Inside The Wheel,51355,TRIMGTX128E0784D40
weird_128,u574533,Sleeping In - The Postal Service,The Postal Service,Sleeping In,15773698,
weird_129,u268573,the fire theft- heaven,The Fire Theft,Heaven (Album Version),414382,TRZMLPC128F147C351
weird_130,u574538,Airport Song - Guster,Guster,Airport Song,5196646,
weird_131,u639031,Goldfrapp - Slippage,Goldfrapp,Slippage,195625,TRQTAVP128E07984BD
weird_132,u2368,Jojo-Weak,JoJo,Weak,4631,TRVGDJO128E07811F5
weird_133,u481479,muse - unintended,Muse,Unintended,5134233,TRRWTFF128F932B707
weird_134,u277724,Mr. Telephone Man - Dream,Dream,Mr. Telephone Man,216356,
weird_135,u277739,Eric Clapton - Wonderful Tonight,Eric Clapton,Wonderful Tonight,160691,TRBRZKC128E0792B6B
weird_136,u271885,Watashi Wa-With Love From Me To You,Watashi Wa,With Love From Me To You  (Watashi Wa Album Version),1563248,TRVZOYB128F425D5B7
weird_137,u603208,"""Nights in White Satin"" - Moody Blues",The Moody Blues,Nights In White Satin,228876,TRWCHTI128F145622A
weird_138,u603210,Kelly Clarkson - The Trouble With Love Is,Kelly Clarkson,The Trouble With Love Is,21958492,TRZKZAT128F4294915
weird_139,u277787,Marilyn Manson - The Beautiful People,Marilyn Manson,The Beautiful People,5500358,TRXNVAQ128F93176BA
