worried_0,u275919,Green Day - Boulevard Of Broken Dreams,Green Day,Boulevard Of Broken Dreams,8807889,
worried_1,u276598,busy child - crystal method,The Crystal Method,Busy Child,6836881,TRMHVQO128F92FE2C2
worried_2,u574289,Kanye West - Jesus Walks,Kanye West,Jesus Walks,15691,TRGUJWM128F148D783
worried_3,u603015,It Dies Today - Freak Gasoline Fight Accident,It Dies Today,Freak Gasoline Fight Accident,5322138,TRHQDHD128F92ECEA3
worried_4,u276641,"50 Cent - "" Wanksta """,50 Cent,Wanksta - Soundtrack Version (Explicit),4762752,
worried_5,u574302,Kaiser Chiefs- Oh My God,Kaiser Chiefs,Oh My God,18568612,TRMIQHN128E0786025
worried_6,u535130,Unity-Operation Ivy,Operation Ivy,Unity,1828962,TRXBBFI128F42986FE
worried_7,u535130,Anesthesia-bad religion,Bad Religion,Anesthesia,2272562,TRNLDPV128F428BEF1
worried_8,u402110,coldplay - clocks,Coldplay,Clocks,2971,TRENTGL128E0780C8E
worried_9,u603021,Radiohead - Paranoid Android,Radiohead,Paranoid Android,4501631,TRGLRIX128E0782188
worried_10,u251,home-staind,Staind,Home,18224705,
worried_11,u481033,a perfect circle - passive,A Perfect Circle,Passive,1608588,
worried_12,u262,"Robbie Williams-""Come Undone""",Robbie Williams,Come Undone,5591,
worried_13,u402135,Something corporate- (hurricane) the formal weather pattern,Something Corporate,(Hurricane) The Formal Weather Pattern,573429,TRZAMML128F149840A
worried_14,u535165,T.I.- 24&apos;s,T.I.,24's (Clean) Master Radio,63660,TRTADYU128E078509D
worried_15,u276751,Ben Folds Five - Brick,Ben Folds Five,Brick,3166552,TRSGKSO128F4266F15
worried_16,u603044,Type O Negative - Glass Walls of Limbo (Dance Mix),Type O Negative,Glass Walls Of Limbo (Dance Mix) (Album Version),1384586,TRIKOPI128F4238DC6
worried_17,u256071,Sex Pistols - Friggin&apos; In The Riggin&apos;,Sex Pistols,Friggin' In The Riggin' (1993 Digital Remaster),,TRTIKKV128E07819AF
worried_18,u481069,radiohead - optimistic,Radiohead,Optimistic,2748794,
worried_19,u263600,weezer - my name is jonas,Weezer,My Name Is Jonas,169107,TRNXEPE128F9339E47
worried_20,u481087,matchbook romance - tiger lily,Matchbook Romance,Tiger Lily (Album Version),2272604,TRIXVIA128F426D3B5
worried_21,u276879,Bright eyes-Going for the gold.,Bright Eyes,Going For the Gold,1127905,TRCRBPE128F4293376
worried_22,u256076,Mr. Brightside - The Killers,The Killers,Mr. Brightside,4465244,TRSDHZY128F42B91E7
worried_23,u256078,Memory - Sugarcult,Sugarcult,Memory,10482238,
worried_24,u638961,The Decemberists - Clementine,The Decemberists,Clementine,6048156,TRFVTUM128F932682D
worried_25,u535231,In the End - Linkin Park,Linkin Park,In The End,193086,
worried_26,u603069,Alien Ant Farm - Summer,Alien Ant Farm,Summer,13077509,TRQRDTI128E0791E9E
worried_27,u481142,basket case- green day,Green Day,Basket Case,2281398,
worried_28,u638969,I see Monsters - Ryan Adams,Ryan Adams,I See Monsters,497572,TRTKGGQ128F148D681
worried_29,u277009,Gabrielle - Out of Reach,Gabrielle,Out Of Reach (Almighty Radio Edit),2000633,
worried_30,u277015,The Used--Fake,The Used,I'm A Fake,1434197,
worried_31,u277018,Demon Hunter - My Heartstrings Come Undone,Demon Hunter,My Heartstrings Come Undone,4019368,TRNNQJQ128EF3439EF
worried_32,u277024,"Sheryl Crow- ""The First Cut is the Deepest""",Sheryl Crow,The First Cut Is The Deepest,1940785,TRCMRNV128F42149CF
worried_33,u623745,The Girl-Tori Amos,Tori Amos,Girl Disappearing,3492472,TRZZIRH128F92C1D67
worried_34,u535270,Side - Travis,Travis,Side,369956,TRYMOID128F4259A8F
worried_35,u535273,Steely Dan - Kid Charlemagne,Steely Dan,Kid Charlemagne,4162965,TRFFQFB128F9329F6D
worried_36,u535273,Steely Dan - Kid Charlemagne,Steely Dan,Kid Charlemagne,4162965,TRFFQFB128F9329F6D
worried_37,u402395,Three Days Grace- Wake Up,Three Days Grace,Wake Up,3112280,TREUOML128F92C2923
worried_38,u623760,Jewel - Hands,Jewel,Hands,13977840,TRHXKKB128F931A945
worried_39,u481229,Yellowcard - Life of a Salesman,Yellowcard,Life Of A Salesman,285607,TRVYZIF128F1462E02
worried_40,u535303,Fatboy Slim - Weapon of Choice,Fatboy Slim,Weapon Of Choice,10572779,TROGBDB12903CB0F25
worried_41,u1268,"""burn""-Usher",Usher,Burn,4983267,TRGGYXX128F429586C
worried_42,u277199,vi3- eyes closed so tight,VI3,Eyes Closed So Tight,596213,TRLMYIA128F149DA34
worried_43,u402465,futures - jimmy eat world...,Jimmy Eat World,Futures,15709,TRAPCFZ128E0783710
worried_44,u481280,Runaway - Del Shannon,Del Shannon,Runaway,8770108,TRCPGPU12903CD924E
worried_45,u535321,Modest Mouse-3rd Planet,Modest Mouse,3rd Planet,3300414,TRNILRR128F4284E5E
worried_46,u535323,Metallica - Enter Sandman,Metallica,Enter Sandman,417163,TRQSYEE128F147CC5D
worried_47,u535323,Maroon 5 - This Love,Maroon 5,This Love,864400,TRZHXFO128F9302A17
worried_48,u1483,Weezer--Island in the Sun,Weezer,Island In The Sun,1492400,TRGTIIJ128F424DA28
worried_49,u273937,Nelly - Flap Your Wings,Nelly,Flap Your Wings,18085,TRWVVMV128E0781156
worried_50,u574457,"""Running"" - No Doubt",No Doubt,Running,11506698,TRJMYWD128E078ED31
worried_51,u263624,Incubus - Just a Phase,Incubus,Just A Phase,3250735,TRGIHPC128F42807B3
worried_52,u623784,Heaven&apos;s a Lie - Lacuna Coil,Lacuna Coil,Heaven's A Lie,7717695,TRBFOFD12903D02794
worried_53,u535344,Sarah McLachlan - Ice Cream,Sarah McLachlan,Ice Cream,4143107,TRVGZBS128F42AE1C5
worried_54,u639000,"sting - ""desert rose""",Sting,Desert Rose,164171,TRUMWXT128F9312ECE
worried_55,u1668,Nirvana - lounge act,Nirvana,Lounge Act,15465048,TRYHOYW128F9312AA8
worried_56,u1684,"""capital h""-motion city soundtrack",Motion City Soundtrack,Capital H,3973984,TREYCXK128F4289175
worried_57,u277397,Dido- thank you,Dido,Thank You,3849136,TRFPLHY128F9302C67
worried_58,u535358,Mary Without Sound - Motion City Soundtrack,Motion City Soundtrack,Mary Without Sound (Album Version),3973986,TRTOXEI128F428AB3F
worried_59,u639001,Crossfade - Starless,Crossfade,Starless,3275375,TRUIXHZ128F427EDBD
worried_60,u402591,in the aeroplane over the sea-neutral milk hotel,Neutral Milk Hotel,In The Aeroplane Over The Sea,5757524,TRWJYOT128F935572B
worried_61,u402602,Franz Ferdinand - Take Me Out,Franz Ferdinand,Take Me Out,5498916,TRWXKDD128F9311508
worried_62,u639008,Ours- Kill the band,Ours,Kill The Band,3495542,TRZXVCT128F42B3EF1
worried_63,u639009,Eddie Money - Take Me Home Tonight,Eddie Money,Take Me Home Tonight,18028767,TRCDYLN128F4265D8F
worried_64,u277512,amazed - lonestar.,Lonestar,Amazed,13363050,TRGCNBN12903CEAD7E
worried_65,u277522,Kaye - Jupiter Sunrise,Jupiter Sunrise,Kaye,4862611,TRQDSEZ128F92ECC14
worried_66,u639020,Korn - Falling Away From Me,Korn,Falling Away From Me,10343834,TRNXBAE128F148D0BB
worried_67,u277567,Wasting MY Time- Default,Default,Wasting My Time,11472133,TRBNCNL128F145FC80
worried_68,u535426,over-lindsay lohan,Lindsay Lohan,Over,17059794,TRUPDVR128E0789145
worried_69,u623823,"Jessica Simpson-""Take My Breath Away""",Jessica Simpson,Take My Breath Away,3727795,TRFDQNJ128F92EC421
worried_70,u277604,Taking Back Sunday-A decade under the influence,Taking Back Sunday,A Decade Under The Influence,15686835,
worried_71,u481449,ohio is for lovers - hawthorne heights,Hawthorne Heights,Ohio Is For Lovers,15684044,
worried_72,u574530,Kelly Clarkson - Since U Been Gone,Kelly Clarkson,Since U Been Gone,3428648,TRMORNB128F92EA07D
worried_73,u535451,"""I&apos;m Just a Kid""-Simple Plan",Simple Plan,I'm Just A Kid,2373415,
worried_74,u603189,Beastie Boys - Shadrach,Beastie Boys,Shadrach,1695117,TRALNJR128F145AC96
worried_75,u402769,Metallica- master puppets,Metallica,Master Of Puppets,417005,TRTMDLJ128F93095D0
worried_76,u402770,dar williams- iowa,Dar Williams,Iowa,7031345,TRPRYXU128F932D5BE
worried_77,u603197,John Mayer - 83,John Mayer,83,5366072,TREJOUZ128F4278FCE
worried_78,u623844,lauryn hill - to zion,Lauryn Hill,To Zion,4610907,
worried_79,u535480,a tribe called quest - oh my god,A Tribe Called Quest,Oh My God,3153639,TRGCPTP128F428ACB0
worried_80,u268576,reindeer section - will you please be there for me,The Reindeer Section,Will You Please Be There For Me,2205796,
worried_81,u623847,sean paul-get busy,Sean Paul,Get Busy,186379,
worried_82,u402808,Enigma - Principles of Lust,Enigma,Principles Of Lust,7086635,TRHJGFY128F14655F5
worried_83,u535498,Beck - Loser,Beck,Loser,164705,TRCISOV128E07929B3
worried_84,u535499,Soilwork - Needlefeast,Soilwork,Needlefeast,3493567,TROHXGW128F4257BA9
worried_85,u481544,Evanescence - My Immortal,Evanescence,My Immortal,6521478,TRWXHVD128F42BAC6B
worried_86,u603219,"""falling in love"" -falling up",Falling Up,Falling In Love (Crashings Album Version),668617,TRYUSEC128F14ADCEE
worried_87,u639043,Velvet Revolver - Slither,Velvet Revolver,Slither,5827442,TRYTKLB128F92F11FE
worried_88,u574587,Oasis - Songbird,Oasis,Songbird,9248684,TRMJWEF128F9341FD3
worried_89,u481556,The End  - The Doors,The Doors,The End,2309645,TRAQGTQ128F930E01E
worried_90,u256121,Manic Street Preachers - She Is Suffering (US Mix),Manic Street Preachers,She Is Suffering (US Mix),3133043,
worried_91,u2734,Fuel- Falls on me,Fuel,Falls On Me,10563001,TROJQNA128F427C429
worried_92,u481592,Iris - Goo Goo Dolls,Goo Goo Dolls,Iris,1829619,
worried_93,u268582,Type O-Fay Wray Come Out And Play,Type O Negative,Fay Wray Come Out And Play,1337381,
