2015 AJCCの結果 http://t.co/IXVotVqR2j
2015 川崎記念の枠順 http://t.co/tDxfqFtDJR
2015 根岸Sの検討 http://t.co/HUU7GxjgrV
2015 シルクロードSの検討 http://t.co/tzpgaTTl6K
2015 川崎記念の予想 http://t.co/LdCx5dc6nA
2015 川崎記念の結果 http://t.co/T0F8xcfgTs
今週の詰碁251 http://t.co/2J6zk0dUXW
2015.1.31 愛馬の出走予定 http://t.co/UlLIINlrEd
2015.1.31 愛馬の出走予定 http://t.co/VHeLbXG2kn
2015 白富士Sの予想 http://t.co/9kki9PPfwB
2015 シルクロードSの予想 http://t.co/rs7IjmsBhr
2015 根岸Sの予想 http://t.co/MTOnDt2XFF
2015 白富士Sの結果 http://t.co/s9dQb5vGXv
2015.1.31 愛馬の出走結果 http://t.co/CE9FTjVijw
2015.2.1 愛馬の出走予定 http://t.co/UCu9wGSsWp
WIN2だけ外した(涙)
2015 シルクロードSの結果 http://t.co/aPbXLLpSkq
2015 根岸Sの結果 http://t.co/C3U30FcyKz
詰碁の解答251 http://t.co/80B4Cu5zce
一度行ってみたかった松乃家が近所にできてた。
2015 きさらぎ賞の検討 http://t.co/e392fvcp67
2015 東京新聞杯の検討 http://t.co/RX5HzBId5E
2015 金盃の予想 http://t.co/HGqsw1m4i6
2015 金盃の結果 http://t.co/rDu57pZRt1
今日は妙に冷静に帰宅した。明日は珍しく二日酔いじゃ無いと思う(汗)
山田式最速で上達する詰碁 http://t.co/uzqQ0wkFXT
今週の詰碁252 http://t.co/PulVcoAl3H
2015 すばるSの予想 http://t.co/YRF3KyTKW0
2015 きさらぎ賞の予想 http://t.co/mJuLOJGFGC
2015 東京新聞杯の予想 http://t.co/2gkVuGXEd2
2015 すばるSの結果 http://t.co/fzSVvnhNUR
2015 きさらぎ賞の結果 http://t.co/KAzIzqWOgn
2015 東京新聞杯の結果 http://t.co/ZoYJTuJsZx
詰碁の解答252 http://t.co/7S72tmlwlq
2015 京都記念の検討 http://t.co/mLKcLCNw93
2015 佐賀記念の予想 http://t.co/ePN3Ho7R8i
2015 共同通信杯の検討 http://t.co/oBLuPhFyro
2015 佐賀記念の結果 http://t.co/1a3H4YSXUF
2015 報知グランプリカップの予想 http://t.co/y8TGeAVeC8
2015 クイーンカップの検討 http://t.co/UykYJ7yK9J
2015 報知グランプリカップの結果 http://t.co/nzGrhhVo5L
2015 フェブラリーSの血統表 http://t.co/qERh1UqqVo
今週の詰碁253 http://t.co/EkcSNEjJUs
2015 クイーンカップの予想 http://t.co/ywMnxZNcpG
2015 京都記念の予想 http://t.co/I8IATj2cx9
2015 共同通信杯の予想 http://t.co/F6jWRZVkFV
2015 クイーンカップの結果 http://t.co/H0Wx85JElS
2015 京都記念の結果 http://t.co/M4mHTWCxrf
2015 共同通信杯の結果 http://t.co/n2Mu3N5JYf
詰碁の解答253 http://t.co/oQWHxxh7hB
2015 フェブラリーSの検討 http://t.co/n4qnqAEBbU
今月もなんとか〆切に間に合った(汗)
2015 ダイヤモンドSの検討 http://t.co/KlZArg4LTZ
2015 小倉大賞典の検討 http://t.co/ooa1YrixDB
今日は対局なう。
2015年3月 ネット碁の予定 http://t.co/w8vQFWcYCV
負けました(涙)
2015.2.18 対局結果 http://t.co/JuziMcsMKS
今週の詰碁254 http://t.co/py39pAFD9M
2015.2.21 愛馬の出走予定 http://t.co/Uv7PqI4FSC
2015 フェブラリーSの枠順 http://t.co/s9HNHuOqno
2015 ダイヤモンドSの予想 http://t.co/ZTqtkG8p6g
村川さん残念でした(涙)
2015 小倉大賞典の予想 http://t.co/EA9r1Yi0vl
2015 フェブラリーSの予想 http://t.co/9RrRVdXf1V
2015 ダイヤモンドSの結果 http://t.co/uLX9ksJjrt
2015.2.21 愛馬の出走結果 http://t.co/lh1ffkC0Ew
詰碁の解答254 http://t.co/NZgDAQPuWT
今日はY九段と京都競馬場なう。
2015 小倉大賞典の結果 http://t.co/qBVMvZFQx3
2015 フェブラリーSの結果 http://t.co/6ykvmev3xH
2015 中山記念の検討 http://t.co/FWWIKp8x3w
2015 阪急杯の検討 http://t.co/cySBlyUj38
2015 フジノウェーブ記念の予想 http://t.co/gMz1VxJkL3
2015 アーリントンカップの検討 http://t.co/yBfrbyLw1V
2015 フジノウェーブ記念の結果 http://t.co/tNNIDCadic
みことの一手！ http://t.co/QMC9vHDr7v
今週の詰碁255 http://t.co/HtGXk2iQzK
2015 アーリントンカップの予想 http://t.co/TBCcggCjUJ
2015 阪急杯の予想 http://t.co/G4M5RaDWEu
2015 中山記念の予想 http://t.co/W24OoAsi5n
2015 アーリントンカップの結果 http://t.co/mowv49T1Ll
2015 阪急杯の結果 http://t.co/C65EKJ5HuN
2015 中山記念の結果 http://t.co/Aurzms3rCV
詰碁の解答255 http://t.co/b3jYZCc1Wx
2015 弥生賞の検討 http://t.co/E9hFzJmeEV
2015 チューリップ賞の検討 http://t.co/wV2KMxf6fX
2015 オーシャンSの検討 http://t.co/jJeicwoMnH
2015 エンプレス杯の予想 http://t.co/2HhlE39EA2
井山さん強かったですね。
2015 エンプレス杯の結果 http://t.co/M3Bc6JOpZ8
井山さん残念でした(涙)
今週の詰碁256 http://t.co/pts7SGOZVF
今日は対局なう。
負けました(涙)
2015.3.5 対局結果 http://t.co/5pHkR4a0tF
飲み過ぎたと思う。が、明日も飲み会(汗)
2015 チューリップ賞の予想 http://t.co/jZLSt4leFk
2015 オーシャンSの予想 http://t.co/KLIuSFQj8m
2015 弥生賞の予想 http://t.co/lKiVhSEESA
2015 チューリップ賞の結果 http://t.co/ItnqMOCxMn
2015 オーシャンSの結果 http://t.co/2iepBuLivL
桜花賞の招待席が当たった。
2015 弥生賞の結果 http://t.co/pKPs6apQxg
詰碁の解答256 http://t.co/rvO3q5ywwi
メインは週刊競馬ブックを買いに行ったのに、肝心の週刊競馬ブックを忘れるとは(爆)  しかも、家着に着替えてから気付くとは(涙)
2015 フィリーズレビューの検討 http://t.co/Ahl56yDkx9
2015 中山牝馬Sの検討 http://t.co/2WuvJbg3xX
2015 ダイオライト記念の予想 http://t.co/8KC1l3YtYH
今日は対局なう。
負けました(涙)
2015 ダイオライト記念の結果 http://t.co/oXi0B799pZ
2015.3.11 対局結果 http://t.co/l4vju8MsMg
今週の詰碁257 http://t.co/V6EtXIco46
そう言えば、昨日は久しぶりにチンチンが無くなってた(笑)  血液が頭に総動員されてたのと防御本能で体内に隠しちゃったんやろな。
2015 中日新聞杯の予想 http://t.co/hyZBJvA9iP
2015 フィリーズレビューの予想 http://t.co/93d1Tv0tU2
2015 中山牝馬Sの予想 http://t.co/LNsSDohGOs
2015 中日新聞杯の結果 http://t.co/Ox90gmfZvz
2015 フィリーズレビューの結果 http://t.co/clbqKDdf20
2015 中山牝馬Sの結果 http://t.co/Vp8W2SiXyP
詰碁の解答257 http://t.co/jT78NHhtHG
2015 スプリングSの検討 http://t.co/UBKiPGFlNK
2015 黒船賞の予想 http://t.co/HgBou18ZjU
今月もなんとか〆切に間に合った(汗)
2015 阪神大賞典の検討 http://t.co/RccwlWJlv2
2015 黒船賞の結果 http://t.co/FkLo3kSZxS
2015 京浜盃の予想 http://t.co/ujy8tiSI9k
2015 フラワーカップの検討 http://t.co/dfq7HspO2n
2015 ファルコンSの検討 http://t.co/1BIcX8R0Vk
2015 京浜盃の結果 http://t.co/XLZCPuEdR8
2015 高松宮記念の血統表 http://t.co/QRuTrOpj4Q
2015年4月 ネット碁の予定 http://t.co/BQrGEgvvzi
今週の詰碁258 http://t.co/8mHCJWXA4B
2015 ファルコンSの予想 http://t.co/1yxBKNvgYC
2015 フラワーカップの予想 http://t.co/uCdyJMhcUP
井山さんが防衛しました。このシリーズも難しい碁ばかりでしたね。
2015 阪神大賞典の予想 http://t.co/aC9t0jYw7Z
2015 スプリングSの予想 http://t.co/QItLMtf5iI
2015 ファルコンSの結果 http://t.co/AefJX2RuT2
2015 フラワーカップの結果 http://t.co/o1ZViShHAM
2015 阪神大賞典の結果 http://t.co/z93wMDzs3L
2015 スプリングSの結果 http://t.co/RATsDOjBRM
詰碁の解答258 http://t.co/D122eZY3nu
2015 高松宮記念の検討 http://t.co/kkgmxzBKVu
2015 日経賞の検討 http://t.co/bcUsxCp8ft
2015 毎日杯の検討 http://t.co/M44iWovDhQ
2015 桜花賞(浦和)の予想 http://t.co/tVkmmYXTk5
2015 マーチSの検討 http://t.co/3UcFAXVbaZ
2015 名古屋大賞典の予想 http://t.co/dAXnFQS2fj
2015 桜花賞(浦和)の結果 http://t.co/zavZrpztf9
2015 名古屋大賞典の結果 http://t.co/fjPKkAlrCo
今週の詰碁259 http://t.co/zOgFXdceZa
2015 毎日杯の予想 http://t.co/2fELcZ0H3X
2015 日経賞の予想 http://t.co/93rcPxg3pC
2015 マーチSの予想 http://t.co/lq1EVMxKTh
2015 高松宮記念の予想 http://t.co/1nI3hnqg2O
2015 毎日杯の結果 http://t.co/Z81XXqGMxY
2015 日経賞の結果 http://t.co/ZLShPQYTSj
2015 ドバイワールドカップの結果 http://t.co/0y2gMLW7cl
